# FINAL ESTIMATION PANEL v2 — Panoptic upsilon identification (phase 10, plan 10-10).
# One row per POSITION-EPOCH (tokenId x hourly epoch) — the spec section-1 unit of
# observation, restored by plan 10-09. Supersedes estimation-panel.csv, which is the
# Phase-9 accrual-SPELL export and is retained unchanged.
# git commit: ddf649e
# LHS source : notes/structural-econometrcics/data/panel-epoch.csv
# RHS source : notes/structural-econometrcics/data/variance-hourly.csv (joined on epoch, exact integer match)
# tokenId  : account#tokenId (the tokenId clustering label; account = prefix before #)
# epoch    : hourly index floor(unixSeconds/3600) — the epoch the premium ACCRUED in
# pi       : premium accrued to the SHORT side over the epoch, ETH (a FLOW, not a stock)
# sigma2   : realized variance of the epoch, from the joined variance series
# sigma2_instrument : disjoint even-swap sub-window RV of the same epoch (EIV instrument)
# distance : moneyness d = |i_K - i_t| in ticks, i_t = the epoch's mean pool tick
tokenId,epoch,pi,sigma2,sigma2_instrument,distance
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493745,1.49519353e-10,3.2596740298742257e-6,4.409559040413512e-6,791.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493746,1.506240879e-9,5.067493246452327e-5,6.33236675804701e-5,650.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493747,3.5694638e-10,5.949405054536679e-6,7.929207072685055e-6,616.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493748,2.54360816e-10,6.539346059944531e-6,8.889111081484252e-6,646.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493749,1.8896597e-10,7.549245069202028e-6,8.32916707635139e-6,696.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493750,9.3283602e-11,1.4598540133821179e-6,1.97980201814835e-6,714.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493751,1.4325222e-10,2.189781020073176e-6,2.819718025847652e-6,717.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493752,1.84138248e-10,5.109489046837405e-6,7.889211072318425e-6,735.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493753,2.48886272e-10,4.439556040689196e-6,6.119388056084948e-6,793.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493754,5.36856861e-10,8.799120080659292e-6,1.2478752114389589e-5,701.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493755,8.9782586e-11,1.949805017873376e-6,2.6997300247477516e-6,691.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493756,2.47791197e-10,2.7997200256643366e-6,4.1195880377632335e-6,673.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493757,1.62555432e-10,3.13968602878072e-6,4.73952604344605e-6,656.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493758,7.2764129e-11,1.4798520135654344e-6,2.0797920190649335e-6,681.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493759,1.0412683e-10,3.949605036205044e-6,5.129487047020723e-6,710.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493760,1.36341064e-10,2.5497450233728777e-6,3.349665030705544e-6,734.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493761,1.3491397e-10,2.969703027222528e-6,3.989601036571676e-6,749.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493762,1.19616477e-10,1.8998100174150843e-6,2.0297970186066425e-6,744.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493763,2.48279615e-10,8.389161076901334e-6,8.409159077084659e-6,751.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493764,1.33958416e-10,3.1596840289640362e-6,4.059594037213284e-6,758.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493765,2.9225985e-10,4.4495550407879525e-6,6.719328061594398e-6,758.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493766,4.62041558e-10,1.1008899100915776e-5,1.5128487138679058e-5,739.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493767,2.29134793e-10,4.879512044725697e-6,6.8293170625983765e-6,762.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493768,1.42645361e-10,1.5298470140237258e-6,2.269773020806442e-6,752.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493769,1.99596681e-10,2.5727427235836884e-5,2.688731124646925e-5,723.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493770,1.6794604e-10,2.6297370241061456e-6,3.509649032172078e-6,737.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493771,7.2426267e-11,1.559844014298701e-6,1.9098090175067416e-6,752.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493772,3.454245e-11,7.499250068743756e-7,1.1298870103573917e-6,758.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493773,1.13002747e-10,1.559844014298701e-6,2.019798018514984e-6,739.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493774,7.3662804e-11,9.199080084325672e-7,1.239876011365633e-6,729.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493775,4.1107991e-11,1.9398060177817167e-6,1.2798720117322668e-6,724.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493776,7.7992004e-11,1.2098790110906599e-6,1.7898210164068414e-6,749.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493777,2.8628192e-11,8.29917007607642e-7,1.1498850105407084e-6,757.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493778,5.6202384e-11,7.399260067827169e-7,8.799120080659335e-7,771.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493779,2.70621859e-10,8.87911208138901e-6,1.2178782111635583e-5,842.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493780,6.7447629e-11,8.699130079742754e-7,1.4098590129238252e-6,835.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493781,4.8048411e-11,1.0398960095324674e-6,1.459854013382117e-6,842.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493782,1.41230944e-10,1.8098190165880274e-6,2.7197280249282257e-6,829.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493783,6.1571322e-11,9.699030088908588e-7,1.1898810109073423e-6,813.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493784,6.0933765e-11,1.5498450142070426e-6,2.289771020989759e-6,846.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493785,5.3999794e-11,5.399460049495501e-7,6.799320062327667e-7,842.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493786,1.19091595e-10,1.330866912199722e-5,1.4558544133454527e-5,835.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493787,8.7034012e-11,2.4197580221813185e-6,3.259674029880619e-6,854.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493788,2.55363134e-10,9.119088083592368e-6,1.207879211072326e-5,916.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493789,2.69066224e-10,7.23927606636061e-6,1.130886910366557e-5,968.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493790,3.1557542e-10,4.0895910374882605e-6,6.129387056186555e-6,972.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493791,2.5972581e-10,5.86941305380343e-6,8.529147078184554e-6,950.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493792,2.63984294e-10,4.149585038038208e-6,5.909409054170071e-6,937.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493793,1.13790644e-10,2.4597540225479533e-6,3.3596640307972024e-6,941.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493794,1.21001451e-10,1.2798720117322674e-6,1.6998300155819167e-6,952.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493795,4.6279398e-11,6.099390055911585e-7,1.0698930098074418e-6,939.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493796,2.781293e-10,3.889611035655092e-6,5.6494350517869544e-6,882.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493797,9.9111326e-11,3.439656031530468e-6,4.059594037213283e-6,866.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493798,5.8919136e-11,7.899210072410092e-7,1.049895009624126e-6,894.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493799,3.342019e-11,6.099390055911582e-7,6.499350059577919e-7,883.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493800,3.9071277e-11,5.599440051328667e-7,7.699230070576917e-7,898.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493801,3.6964738e-11,5.199480047662334e-7,7.799220071493498e-7,907.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493802,4.6412078e-11,2.239776020531467e-6,3.2596740298806166e-6,916.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493803,5.8706731e-11,1.0398960095324676e-6,1.059894009715784e-6,935.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493804,4.7052247e-11,4.299570039413083e-7,6.299370057744749e-7,926.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493805,2.489435e-11,2.599740023831167e-7,3.5996400329969986e-7,913.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493806,3.0644089e-11,7.999200073326669e-7,1.009899009257492e-6,921.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493807,6.9692581e-11,5.739426052611875e-6,6.219378057011475e-6,932.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493808,2.6446571e-11,5.799420053161835e-7,5.799420053161834e-7,925.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493809,1.6892687e-11,3.299670030247249e-7,4.6995300430794157e-7,939.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493810,1.932407e-11,1.2998700119155834e-7,1.8998100174150833e-7,935.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493811,3.6569766e-11,2.699730024747751e-7,2.899710026580917e-7,928.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493812,1.3528864e-11,4.199580038496499e-7,4.599540042162832e-7,929.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493813,4.0595e-11,1.209879011090659e-6,2.109789019339909e-6,952.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493814,2.7847058e-11,2.899710026580917e-7,2.899710026580916e-7,946.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493815,1.7171785e-11,2.69973002474775e-7,3.2996700302472496e-7,948.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493816,3.8606629e-11,4.6995300430794136e-7,7.899210072410087e-7,961.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493817,3.1920363e-11,1.4998500137487503e-7,2.0997900192482504e-7,954.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493818,2.2109925e-11,5.499450050412084e-7,7.499250068743753e-7,950.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493819,1.9072502e-11,6.19938005682817e-7,8.799120080659335e-7,963.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493820,1.9141618e-11,2.1997800201648336e-7,2.1997800201648336e-7,963.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493821,2.37976807e-10,1.2738726116772684e-5,1.534846514069554e-5,1036.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493822,1.0253095e-10,1.5898410145736765e-6,2.3697630217230254e-6,1017.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493823,9.7825016e-11,1.1398860104490504e-6,1.6398360150319666e-6,1008.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493824,9.399494e-11,1.699830015581918e-6,2.2397760205314674e-6,976.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493825,1.20701389e-10,1.6098390147569928e-6,2.029797018606642e-6,948.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493826,7.5735059e-11,1.2698730116406093e-6,1.5498450142070417e-6,927.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493827,4.4767073e-11,7.599240069660333e-7,1.2798720117322666e-6,925.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493828,4.1901787e-11,1.3698630125571921e-6,1.3098690120072421e-6,923.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493829,1.6166255e-11,2.5997400238311674e-7,3.199680029330666e-7,930.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493830,2.5176865e-11,4.299570039413083e-7,5.09949004674575e-7,926.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493831,6.8817949e-11,3.5096490321720754e-6,4.029597036938307e-6,958.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493832,2.970658e-11,3.9996000366633313e-7,5.599440051328666e-7,959.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493833,5.0634392e-11,2.0097990184233257e-6,2.6697330244727757e-6,973.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493834,5.2175581e-11,4.2995700394130824e-7,6.099390055911584e-7,975.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493835,8.5997321e-11,2.5497450233728773e-6,3.2896710301555925e-6,996.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493836,6.3628767e-11,1.959804017965034e-6,2.329767021356392e-6,1028.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493837,6.9307771e-11,9.599040087992013e-7,1.239876011365634e-6,1022.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493838,1.00554324e-10,6.549345060036195e-6,4.6095390422544864e-6,1022.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493839,7.1611157e-11,1.0998900100824178e-6,1.659834015215283e-6,1040.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493840,9.0799218e-11,1.5798420144820177e-6,2.5397460232812173e-6,1040.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493841,7.1769324e-11,1.0898910099907594e-6,1.5298470140237252e-6,1047.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493842,3.5573585e-11,4.899510044912583e-7,6.499350059577917e-7,1051.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493843,4.2785135e-11,1.3298670121905584e-6,1.729827015856892e-6,1056.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493844,1.92192511e-10,4.189581038404834e-6,5.549445050870375e-6,1073.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493845,2.26544708e-10,4.549545041704535e-6,6.909309063335903e-6,1023.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493846,4.57565264e-10,1.638836115021158e-5,2.0137986184578502e-5,1094.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493847,3.36199805e-10,4.829517044270976e-6,6.089391055819921e-6,1049.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493848,2.29607593e-10,4.769523043721015e-6,6.129387056186557e-6,982.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493849,3.75107679e-10,1.8738126171745627e-5,2.2897710209874832e-5,1049.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493850,-7.4181296084e-8,1.9418058177998947e-5,2.729727025022573e-5,1204.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493851,3.02493998e-10,9.09909008340905e-6,1.1758824107790195e-5,1263.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493852,1.91953786e-10,4.509549041337896e-6,5.849415053620123e-6,1305.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493853,1.63444956e-10,2.4897510228229267e-6,3.1296870286890607e-6,1263.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493854,1.28650086e-10,3.5496450325387135e-6,5.409459049587154e-6,1201.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493855,7.385786023e-8,1.5198480139320687e-6,1.819818016681817e-6,1208.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493856,1.34007286e-10,1.759824016131869e-6,2.6097390239228263e-6,1178.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493857,-7.3869327504e-8,1.5598440142987024e-6,2.5197480230979014e-6,1194.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493858,7.4984404146e-8,2.2787721208887696e-5,3.478652131887713e-5,1062.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493859,1.79668704e-10,3.259674029880621e-6,4.759524043629365e-6,1082.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493860,1.46871687e-10,2.089791019156594e-6,3.5096490321720775e-6,1083.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493861,3.74453804e-10,8.379162076809644e-6,1.1978802109806678e-5,1073.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493862,-7.5478328673e-8,1.7038296156182872e-5,2.232776720466733e-5,1152.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493863,7.6520414214e-8,2.4167583221500402e-5,3.312668730360715e-5,1145.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493864,5.5481236e-10,1.8138186166266005e-5,2.1537846197428437e-5,1144.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493865,-7.6765065668e-8,6.199380056828159e-6,9.379062085975512e-6,1206.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493866,7.6942845051e-8,4.919508045095891e-6,6.009399055086653e-6,1199.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493867,1.37563336e-10,2.159784019798201e-6,3.18968102923901e-6,1168.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493868,1.2357793e-10,2.149785019706543e-6,3.239676029697301e-6,1145.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493869,3.6375017e-11,1.2098790110906593e-6,1.709829015673575e-6,1164.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493870,1.23534927e-10,1.6698330153069426e-6,2.279772020898101e-6,1174.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493871,-7.7255662832e-8,1.0798920098976793e-6,1.5198480139299349e-6,1131.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493872,0.0,1.449855013288328e-6,2.08979101915304e-6,1139.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493873,0.0,1.4798520135654344e-6,2.1797820199815176e-6,1173.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493874,7.7486950957e-8,5.5394460507787e-6,8.139186074609879e-6,1214.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493875,3.902342e-12,3.439656031530471e-6,5.359464049128866e-6,1249.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493876,0.0,3.0196980276808178e-6,3.939606036113384e-6,1264.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493877,0.0,3.039696027864136e-6,4.589541042071175e-6,1269.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493878,0.0,2.4397560223646344e-6,3.7396260342802188e-6,1237.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493879,0.0,2.699730024747752e-6,3.7396260342802167e-6,1266.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493880,0.0,1.2598740115489507e-6,1.5898410145736752e-6,1255.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493881,0.0,1.4298570131071423e-6,2.1297870195232253e-6,1220.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493882,0.0,1.0698930098074427e-6,1.6498350151236246e-6,1233.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493883,0.0,1.9898010182400094e-6,3.249675029788961e-6,1250.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493884,0.0,1.7998200164985016e-6,2.4997500229145846e-6,1276.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493885,0.0,8.319168076259676e-6,1.2158784111456523e-5,1307.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493886,0.0,1.172882710751517e-5,1.720827915774394e-5,1263.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493887,0.0,2.849715026122628e-6,4.289571039321426e-6,1270.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493888,-7.4943836855e-8,4.279572039229765e-6,6.31936805792806e-6,1223.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493889,3.8750512e-11,2.019798018514985e-6,3.039696027864136e-6,1192.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493890,7.5069902511e-8,1.2998700119155846e-6,1.7498250160402087e-6,1217.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488695927131832613455807417354,493891,0.0,2.1197880194315682e-6,2.5797420236478507e-6,1225.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488725394698685720041940880394,493198,4.62197123e-10,1.2938706118591668e-5,1.737826215928229e-5,242.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488725394698685720041940880394,493199,6.45058709e-10,1.9368063177542135e-5,2.839716026030963e-5,392.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488725394698685720041940880394,493200,3.61581878e-10,1.2278772112556423e-5,1.8498150169567917e-5,318.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488725394698685720041940880394,493201,4.45876474e-10,1.1118888101924052e-5,1.515848413895403e-5,342.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488725394698685720041940880394,493202,2.42581954e-10,7.22927706626896e-6,1.1098890101740743e-5,369.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488725394698685720041940880394,493203,6.8324201e-11,1.6098390147569922e-6,2.309769021173075e-6,349.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488725394698685720041940880394,493204,6.9943472e-11,2.549745023372875e-6,4.059594037213283e-6,333.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488725394698685720041940880394,493205,1.16448024e-10,1.2798720117322668e-6,2.0197980185149833e-6,337.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488725394698685720041940880394,493206,1.60148724e-10,4.339566039779718e-6,6.279372057561431e-6,376.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488725394698685720041940880394,493207,1.26717624e-10,2.6997300247477516e-6,4.179582038313184e-6,372.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488725394698685720041940880394,493208,1.54732826e-10,5.9194080542617275e-6,8.499150077909579e-6,333.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488725394698685720041940880394,493209,1.59252889e-10,8.14918507469443e-6,1.2148785111355636e-5,255.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488725394698685720041940880394,493210,7.47465563e-10,2.0307969186158056e-5,2.7697230253893567e-5,344.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488725394698685720041940880394,493211,3.0952441e-10,8.849115081117595e-6,1.3028697119430803e-5,435.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488725394698685720041940880394,493212,6.65391368e-10,2.949705027039205e-5,3.943605636150046e-5,465.0
0x41b7d0515d709a4fd2cf27f9d141d0c2f8713d04#305488725394698685720041940880394,493213,4.87855117e-10,1.4008599128413309e-5,1.754824516086037e-5,464.0
