# Base V4 Swap ticks cache (poolId 0x96d4b53a38337a5733179751781178a2613306063c511b78cd02684739288c0a)
# columns: timestamp_unix,tick  (decoded from V4 Swap log data word 4)
timestamp_unix,tick
1784339159,-201135
1784339159,-201135
1784339159,-201137
1784339163,-201136
1784339163,-201136
1784339165,-201136
1784339165,-201133
1784339165,-201133
1784339165,-201136
1784339165,-201136
1784339167,-201136
1784339167,-201137
1784339169,-201137
1784339169,-201137
1784339169,-201137
1784339169,-201137
1784339169,-201138
1784339171,-201138
1784339171,-201138
1784339171,-201139
1784339171,-201145
1784339171,-201145
1784339171,-201147
1784339171,-201147
1784339171,-201147
1784339171,-201147
1784339171,-201147
1784339171,-201147
1784339171,-201147
1784339171,-201146
1784339173,-201145
1784339173,-201143
1784339173,-201143
1784339175,-201143
1784339175,-201143
1784339175,-201143
1784339175,-201143
1784339175,-201141
1784339177,-201141
1784339177,-201141
1784339177,-201141
1784339179,-201142
1784339179,-201142
1784339181,-201144
1784339181,-201144
1784339181,-201144
1784339181,-201144
1784339181,-201144
1784339181,-201145
1784339181,-201145
1784339183,-201145
1784339183,-201144
1784339183,-201143
1784339183,-201142
1784339183,-201142
1784339183,-201142
1784339185,-201141
1784339185,-201141
1784339185,-201140
1784339187,-201140
1784339187,-201140
1784339187,-201139
1784339189,-201139
1784339191,-201139
1784339191,-201139
1784339191,-201138
1784339191,-201138
1784339191,-201142
1784339191,-201142
1784339191,-201141
1784339191,-201141
1784339191,-201145
1784339191,-201146
1784339191,-201151
1784339191,-201151
1784339191,-201146
1784339193,-201146
1784339193,-201147
1784339195,-201147
1784339195,-201146
1784339195,-201146
1784339195,-201146
1784339197,-201146
1784339197,-201145
1784339199,-201144
1784339199,-201142
1784339199,-201141
1784339199,-201141
1784339199,-201141
1784339199,-201140
1784339199,-201140
1784339201,-201139
1784339201,-201139
1784339201,-201138
1784339201,-201138
1784339201,-201136
1784339201,-201136
1784339201,-201136
1784339203,-201136
1784339203,-201136
1784339203,-201135
1784339203,-201135
1784339205,-201135
1784339205,-201135
1784339205,-201135
1784339205,-201135
1784339205,-201136
1784339205,-201136
1784339205,-201135
1784339205,-201136
1784339205,-201135
1784339205,-201135
1784339205,-201135
1784339207,-201136
1784339207,-201136
1784339207,-201136
1784339209,-201136
1784339209,-201136
1784339209,-201137
1784339209,-201137
1784339209,-201138
1784339209,-201138
1784339209,-201138
1784339211,-201143
1784339211,-201144
1784339211,-201144
1784339211,-201144
1784339211,-201144
1784339213,-201144
1784339213,-201144
1784339213,-201144
1784339213,-201144
1784339215,-201145
1784339215,-201144
1784339215,-201144
1784339217,-201144
1784339219,-201144
1784339221,-201139
1784339221,-201139
1784339221,-201140
1784339221,-201140
1784339225,-201140
1784339225,-201140
1784339225,-201140
1784339225,-201140
1784339227,-201140
1784339229,-201140
1784339229,-201140
1784339229,-201140
1784339231,-201140
1784339233,-201141
1784339233,-201145
1784339233,-201145
1784339233,-201146
1784339235,-201146
1784339235,-201146
1784339235,-201145
1784339235,-201144
1784339235,-201143
1784339237,-201143
1784339237,-201143
1784339239,-201143
1784339243,-201143
1784339243,-201143
1784339243,-201151
1784339243,-201154
1784339243,-201145
1784339243,-201144
1784339243,-201144
1784339245,-201144
1784339247,-201143
1784339247,-201143
1784339247,-201141
1784339247,-201141
1784339247,-201141
1784339247,-201141
1784339247,-201141
1784339247,-201143
1784339249,-201143
1784339251,-201143
1784339253,-201142
1784339253,-201142
1784339253,-201142
1784339253,-201141
1784339255,-201140
1784339257,-201142
1784339259,-201142
1784339263,-201139
1784339263,-201139
1784339265,-201139
1784339265,-201139
1784339267,-201139
1784339271,-201139
1784339271,-201138
1784339275,-201138
1784339275,-201138
1784339277,-201139
1784339277,-201139
1784339277,-201139
1784339277,-201139
1784339279,-201139
1784339279,-201140
1784339281,-201140
1784339281,-201140
1784339283,-201139
1784339285,-201139
1784339287,-201137
1784339287,-201137
1784339289,-201137
1784339289,-201136
1784339289,-201136
1784339289,-201137
1784339291,-201137
1784339293,-201137
1784339297,-201138
1784339299,-201138
1784339299,-201138
1784339299,-201140
1784339299,-201140
1784339299,-201141
1784339301,-201141
1784339301,-201141
1784339301,-201141
1784339303,-201141
1784339303,-201142
1784339303,-201142
1784339305,-201143
1784339305,-201144
1784339305,-201144
1784339307,-201144
1784339309,-201144
1784339311,-201141
1784339313,-201141
1784339319,-201141
1784339325,-201141
1784339327,-201140
1784339335,-201140
1784339337,-201140
1784339337,-201140
1784339337,-201140
1784339337,-201140
1784339337,-201139
1784339337,-201139
1784339343,-201139
1784339343,-201139
1784339343,-201138
1784339343,-201138
1784339347,-201138
1784339347,-201138
1784339349,-201139
1784339349,-201139
1784339349,-201139
1784339351,-201139
1784339353,-201139
1784339355,-201140
1784339357,-201140
1784339359,-201139
1784339361,-201139
1784339361,-201139
1784339361,-201138
1784339361,-201138
1784339363,-201138
1784339365,-201138
1784339367,-201138
1784339367,-201138
1784339377,-201132
1784339377,-201131
1784339377,-201131
1784339377,-201131
1784339379,-201130
1784339379,-201130
1784339379,-201131
1784339379,-201131
1784339381,-201131
1784339383,-201129
1784339383,-201131
1784339383,-201131
1784339385,-201131
1784339385,-201130
1784339387,-201131
1784339387,-201131
1784339389,-201132
1784339391,-201133
1784339391,-201133
1784339391,-201134
1784339393,-201134
1784339393,-201129
1784339393,-201131
1784339393,-201134
1784339395,-201129
1784339395,-201128
1784339395,-201131
1784339395,-201131
1784339397,-201133
1784339397,-201134
1784339397,-201135
1784339403,-201135
1784339403,-201134
1784339405,-201135
1784339405,-201134
1784339409,-201134
1784339411,-201134
1784339415,-201134
1784339415,-201134
1784339417,-201134
1784339417,-201128
1784339417,-201128
1784339417,-201133
1784339417,-201133
1784339417,-201134
1784339419,-201134
1784339419,-201134
1784339421,-201131
1784339421,-201131
1784339421,-201134
1784339421,-201136
1784339423,-201136
1784339423,-201135
1784339427,-201135
1784339427,-201135
1784339427,-201136
1784339427,-201135
1784339431,-201132
1784339431,-201134
1784339431,-201131
1784339431,-201131
1784339431,-201134
1784339433,-201130
1784339433,-201130
1784339433,-201134
1784339433,-201134
1784339435,-201134
1784339435,-201135
1784339437,-201136
1784339437,-201135
1784339437,-201134
1784339439,-201134
1784339441,-201134
1784339441,-201133
1784339445,-201133
1784339445,-201134
1784339457,-201134
1784339459,-201133
1784339461,-201134
1784339461,-201135
1784339461,-201136
1784339463,-201134
1784339471,-201133
1784339475,-201131
1784339475,-201134
1784339475,-201136
1784339477,-201133
1784339479,-201133
1784339479,-201133
1784339485,-201134
1784339485,-201134
1784339487,-201134
1784339487,-201136
1784339489,-201136
1784339491,-201135
1784339493,-201140
1784339495,-201140
1784339495,-201141
1784339497,-201142
1784339497,-201143
1784339499,-201142
1784339501,-201142
1784339501,-201142
1784339501,-201141
1784339501,-201141
1784339503,-201141
1784339503,-201140
1784339505,-201140
1784339507,-201139
1784339511,-201140
1784339513,-201140
1784339513,-201140
1784339513,-201141
1784339515,-201141
1784339515,-201141
1784339515,-201141
1784339517,-201140
1784339517,-201140
1784339519,-201140
1784339519,-201139
1784339521,-201140
1784339525,-201137
1784339527,-201137
1784339529,-201138
1784339531,-201138
1784339533,-201138
1784339533,-201138
1784339535,-201140
1784339535,-201140
1784339535,-201140
1784339535,-201140
1784339535,-201141
1784339537,-201141
1784339537,-201141
1784339541,-201138
1784339543,-201138
1784339547,-201139
1784339547,-201139
1784339547,-201139
1784339549,-201139
1784339555,-201140
1784339555,-201138
1784339555,-201138
1784339555,-201137
1784339555,-201137
1784339559,-201137
1784339559,-201136
1784339559,-201136
1784339563,-201135
1784339565,-201135
1784339565,-201134
1784339565,-201133
1784339565,-201126
1784339565,-201126
1784339565,-201125
1784339565,-201130
1784339565,-201129
1784339565,-201130
1784339565,-201130
1784339569,-201131
1784339571,-201131
1784339571,-201131
1784339573,-201131
1784339575,-201128
1784339575,-201130
1784339577,-201131
1784339579,-201131
1784339581,-201131
1784339581,-201131
1784339583,-201130
1784339585,-201130
1784339589,-201131
1784339591,-201130
1784339595,-201130
1784339595,-201126
1784339595,-201130
1784339595,-201130
1784339597,-201130
1784339597,-201131
1784339601,-201129
1784339601,-201128
1784339601,-201128
1784339601,-201128
1784339601,-201130
1784339601,-201130
1784339603,-201129
1784339603,-201130
1784339607,-201130
1784339609,-201128
1784339609,-201127
1784339609,-201128
1784339609,-201128
1784339609,-201128
1784339609,-201128
1784339609,-201128
1784339609,-201129
1784339611,-201129
1784339613,-201130
1784339615,-201133
1784339615,-201133
1784339615,-201134
1784339617,-201135
1784339617,-201135
1784339617,-201136
1784339617,-201137
1784339617,-201137
1784339617,-201138
1784339617,-201137
1784339619,-201138
1784339619,-201138
1784339619,-201138
1784339631,-201138
1784339633,-201139
1784339635,-201137
1784339635,-201136
1784339641,-201135
1784339641,-201135
1784339645,-201134
1784339645,-201134
1784339651,-201132
1784339655,-201133
1784339655,-201133
1784339655,-201133
1784339655,-201133
1784339657,-201134
1784339657,-201134
1784339659,-201135
1784339659,-201135
1784339659,-201135
1784339659,-201136
1784339661,-201136
1784339661,-201137
1784339661,-201137
1784339661,-201138
1784339661,-201138
1784339663,-201138
1784339665,-201137
1784339667,-201137
1784339667,-201136
1784339669,-201136
1784339669,-201136
1784339677,-201136
1784339679,-201136
1784339693,-201143
1784339693,-201144
1784339693,-201145
1784339693,-201143
1784339693,-201142
1784339693,-201140
1784339693,-201140
1784339699,-201140
1784339703,-201140
1784339703,-201140
1784339705,-201141
1784339705,-201141
1784339705,-201145
1784339707,-201140
1784339707,-201141
1784339707,-201141
1784339707,-201140
1784339707,-201141
1784339707,-201140
1784339707,-201139
1784339709,-201139
1784339709,-201139
1784339709,-201140
1784339711,-201141
1784339711,-201141
1784339715,-201141
1784339717,-201141
1784339717,-201141
1784339717,-201141
1784339719,-201141
1784339719,-201140
1784339723,-201140
1784339725,-201140
1784339727,-201139
1784339727,-201139
1784339733,-201139
1784339739,-201138
1784339741,-201138
1784339743,-201140
1784339753,-201139
1784339755,-201138
1784339755,-201138
1784339759,-201137
1784339761,-201137
1784339773,-201137
1784339773,-201136
1784339775,-201136
1784339777,-201136
1784339777,-201135
1784339777,-201135
1784339779,-201135
1784339779,-201135
1784339779,-201135
1784339781,-201134
1784339783,-201134
1784339785,-201133
1784339787,-201133
1784339801,-201132
1784339805,-201132
1784339807,-201132
1784339809,-201132
1784339809,-201133
1784339809,-201133
1784339811,-201133
1784339811,-201134
1784339811,-201134
1784339811,-201134
1784339813,-201134
1784339813,-201134
1784339815,-201133
1784339815,-201133
1784339815,-201133
1784339817,-201133
1784339817,-201132
1784339817,-201133
1784339819,-201133
1784339819,-201133
1784339821,-201133
1784339833,-201131
1784339833,-201132
1784339835,-201132
1784339835,-201129
1784339837,-201129
1784339837,-201132
1784339837,-201132
1784339837,-201132
1784339839,-201132
1784339843,-201131
1784339845,-201131
1784339845,-201131
1784339845,-201131
1784339845,-201132
1784339847,-201132
1784339847,-201132
1784339847,-201132
1784339847,-201133
1784339849,-201133
1784339855,-201132
1784339859,-201132
1784339859,-201132
1784339861,-201133
1784339869,-201133
1784339869,-201134
1784339873,-201134
1784339875,-201134
1784339877,-201134
1784339877,-201133
1784339893,-201133
1784339901,-201134
1784339905,-201134
1784339921,-201134
1784339923,-201134
1784339947,-201133
1784339959,-201132
1784339959,-201133
1784339961,-201133
1784339975,-201134
1784339979,-201135
1784339983,-201135
1784339987,-201135
1784339987,-201136
1784339997,-201136
1784339999,-201136
1784339999,-201136
1784339999,-201135
1784340001,-201131
1784340001,-201132
1784340001,-201132
1784340001,-201133
