# Base V4 Swap ticks cache (poolId 0x96d4b53a38337a5733179751781178a2613306063c511b78cd02684739288c0a)
# columns: timestamp_unix,tick  (decoded from V4 Swap log data word 4)
timestamp_unix,tick
1784329431,-201168
1784329439,-201168
1784329441,-201167
1784329441,-201167
1784329447,-201166
1784329479,-201166
1784329481,-201166
1784329485,-201166
1784329487,-201165
1784329489,-201165
1784329497,-201165
1784329497,-201165
1784329501,-201165
1784329501,-201165
1784329505,-201164
1784329511,-201164
1784329521,-201164
1784329541,-201165
1784329571,-201166
1784329575,-201166
1784329601,-201166
1784329703,-201167
1784329743,-201158
1784329743,-201166
1784329743,-201166
1784329743,-201166
1784329743,-201166
1784329747,-201166
1784329753,-201167
1784329777,-201167
1784329793,-201168
1784329827,-201168
1784329835,-201168
1784329843,-201168
1784329903,-201169
1784329909,-201170
1784329913,-201170
1784329975,-201171
1784329981,-201172
1784329981,-201173
1784330039,-201175
1784330043,-201178
1784330043,-201176
1784330045,-201176
1784330047,-201178
1784330047,-201177
1784330049,-201176
1784330077,-201175
1784330079,-201174
1784330083,-201173
1784330095,-201173
1784330111,-201173
1784330133,-201173
1784330135,-201172
1784330135,-201172
1784330135,-201172
1784330135,-201171
1784330137,-201171
1784330145,-201171
1784330145,-201171
1784330145,-201171
1784330147,-201171
1784330147,-201171
1784330147,-201171
1784330147,-201170
1784330151,-201170
1784330187,-201170
1784330227,-201170
1784330233,-201168
1784330239,-201167
1784330337,-201166
1784330365,-201166
1784330421,-201165
1784330423,-201164
1784330423,-201163
1784330423,-201162
1784330423,-201161
1784330499,-201165
1784330499,-201161
1784330557,-201160
1784330587,-201158
1784330587,-201158
1784330587,-201157
1784330591,-201156
1784330593,-201156
1784330617,-201147
1784330617,-201148
1784330617,-201149
1784330619,-201149
1784330621,-201149
1784330621,-201150
1784330627,-201150
1784330655,-201150
1784330687,-201150
1784330759,-201150
1784330935,-201150
1784330937,-201150
1784330967,-201150
1784331005,-201149
1784331013,-201148
1784331027,-201148
1784331063,-201147
1784331065,-201146
1784331069,-201142
1784331125,-201142
1784331143,-201130
1784331143,-201132
1784331143,-201133
1784331145,-201134
1784331157,-201135
1784331275,-201134
1784331275,-201133
1784331283,-201133
1784331289,-201132
1784331355,-201132
1784331361,-201132
1784331377,-201132
1784331377,-201132
1784331387,-201132
1784331509,-201131
1784331607,-201132
1784331607,-201133
1784331609,-201134
1784331609,-201135
1784331631,-201136
1784331667,-201136
1784331723,-201136
1784331767,-201137
1784331781,-201137
1784332025,-201137
1784332029,-201137
1784332309,-201136
1784332365,-201137
1784332459,-201136
1784332509,-201136
1784332583,-201136
1784332613,-201136
1784332803,-201137
1784332861,-201137
1784332863,-201138
1784332875,-201138
1784332875,-201138
1784332879,-201139
1784332909,-201139
1784332911,-201139
1784332913,-201140
1784332969,-201139
1784333025,-201139
1784333037,-201140
1784333037,-201140
1784333043,-201141
1784333065,-201142
1784333067,-201142
1784333069,-201142
1784333103,-201143
1784333105,-201143
1784333107,-201143
1784333141,-201145
1784333165,-201144
1784333203,-201129
1784333203,-201141
1784333203,-201144
1784333213,-201145
1784333217,-201145
1784333459,-201145
1784333505,-201145
1784333623,-201145
1784333631,-201144
1784333655,-201144
1784333657,-201143
1784333659,-201141
1784333661,-201139
1784333669,-201135
1784333687,-201135
1784333875,-201135
1784333875,-201134
1784333903,-201134
1784333909,-201133
1784333923,-201131
1784333929,-201131
1784333941,-201130
1784333947,-201129
1784333947,-201127
1784333961,-201127
1784333999,-201128
1784334037,-201128
1784334037,-201124
1784334037,-201126
1784334037,-201127
1784334041,-201128
1784334041,-201130
1784334057,-201131
1784334059,-201131
1784334063,-201132
1784334215,-201133
1784334253,-201133
1784334273,-201134
1784334403,-201134
1784334423,-201133
1784334479,-201134
1784334491,-201132
1784334525,-201204
1784334525,-201140
1784334525,-201140
1784334525,-201137
1784334525,-201137
1784334557,-201137
1784334577,-201137
1784334613,-201137
1784334617,-201137
1784334645,-201136
1784334677,-201137
1784334679,-201137
1784334703,-201137
1784334713,-201137
1784334727,-201137
1784334729,-201138
1784334729,-201138
1784334787,-201138
1784334823,-201139
1784334837,-201138
1784334867,-201138
1784334869,-201139
1784334873,-201140
1784334883,-201140
1784334943,-201141
1784334955,-201141
1784334967,-201141
1784334973,-201141
1784334977,-201141
1784334979,-201142
1784334981,-201143
1784335063,-201144
1784335067,-201144
1784335167,-201146
1784335181,-201146
1784335189,-201147
1784335213,-201147
1784335271,-201147
1784335287,-201147
1784335305,-201147
1784335345,-201147
1784335353,-201147
1784335353,-201147
1784335427,-201146
1784335429,-201146
1784335447,-201146
1784335497,-201146
1784335513,-201146
1784335571,-201146
1784335605,-201146
1784335605,-201146
1784335609,-201148
1784335619,-201147
1784335685,-201146
1784335685,-201143
1784335717,-201142
1784335739,-201140
1784335743,-201140
1784335743,-201138
1784335811,-201137
1784335811,-201137
1784335867,-201142
1784335921,-201133
1784335921,-201136
1784335921,-201137
1784335921,-201137
1784335933,-201137
1784335935,-201138
1784335953,-201138
1784335961,-201139
1784335963,-201139
1784335981,-201140
1784335985,-201140
1784335985,-201143
1784336013,-201143
1784336013,-201143
1784336041,-201144
1784336055,-201144
1784336117,-201144
1784336205,-201145
1784336215,-201145
1784336561,-201145
1784336631,-201146
1784336647,-201146
1784336647,-201147
1784336663,-201149
1784336679,-201148
1784336827,-201149
1784337041,-201147
1784337153,-201152
1784337267,-201151
1784337289,-201151
1784337317,-201143
1784337337,-201144
1784337343,-201144
1784337343,-201144
1784337345,-201144
1784337345,-201144
1784337351,-201144
1784337351,-201144
1784337351,-201144
1784337351,-201144
1784337381,-201144
1784337397,-201144
1784337455,-201144
1784337455,-201144
1784337463,-201145
1784337463,-201146
1784337469,-201147
1784337681,-201148
1784337689,-201149
1784337691,-201149
1784337697,-201149
1784337701,-201150
1784337701,-201150
1784337723,-201150
1784337725,-201150
1784337745,-201150
1784337775,-201150
1784337783,-201149
1784337809,-201149
1784337839,-201148
1784337869,-201147
1784337869,-201146
1784337893,-201146
1784337999,-201145
1784338009,-201144
1784338051,-201143
1784338063,-201142
1784338081,-201142
1784338089,-201141
1784338107,-201141
1784338115,-201139
1784338131,-201139
1784338231,-201138
1784338235,-201138
1784338263,-201138
1784338323,-201139
1784338373,-201140
1784338375,-201142
1784338375,-201143
1784338391,-201144
1784338443,-201145
1784338457,-201144
1784338457,-201145
1784338467,-201138
1784338467,-201143
1784338467,-201144
1784338477,-201145
1784338479,-201145
1784338479,-201146
1784338481,-201146
1784338481,-201142
1784338481,-201144
1784338483,-201145
1784338483,-201145
1784338489,-201145
1784338515,-201147
1784338535,-201148
1784338561,-201148
1784338567,-201148
1784338601,-201150
1784338647,-201149
1784338691,-201149
1784338711,-201149
1784338715,-201149
1784338791,-201139
1784338791,-201142
1784338793,-201129
1784338793,-201141
1784338793,-201142
1784338793,-201142
1784338793,-201144
1784338793,-201146
1784338795,-201150
1784338795,-201155
1784338795,-201152
1784338795,-201155
1784338795,-201153
1784338795,-201152
1784338795,-201152
1784338797,-201145
1784338797,-201139
1784338797,-201134
1784338797,-201137
1784338797,-201136
1784338797,-201140
1784338797,-201142
1784338797,-201142
1784338797,-201142
1784338799,-201142
1784338799,-201154
1784338799,-201157
1784338799,-201152
1784338801,-201151
1784338801,-201151
1784338801,-201148
1784338801,-201147
1784338801,-201146
1784338801,-201146
1784338803,-201135
1784338803,-201133
1784338803,-201130
1784338803,-201139
1784338803,-201141
1784338803,-201140
1784338803,-201141
1784338803,-201142
1784338803,-201141
1784338803,-201142
1784338803,-201144
1784338805,-201146
1784338805,-201146
1784338805,-201146
1784338807,-201146
1784338807,-201147
1784338809,-201139
1784338809,-201134
1784338809,-201127
1784338809,-201141
1784338809,-201142
1784338809,-201141
1784338809,-201141
1784338809,-201141
1784338809,-201141
1784338809,-201138
1784338809,-201141
1784338809,-201144
1784338811,-201141
1784338811,-201140
1784338811,-201141
1784338811,-201142
1784338811,-201141
1784338813,-201140
1784338813,-201139
1784338813,-201138
1784338813,-201141
1784338813,-201138
1784338813,-201136
1784338813,-201128
1784338813,-201127
1784338813,-201139
1784338813,-201140
1784338813,-201138
1784338813,-201141
1784338813,-201141
1784338813,-201140
1784338813,-201141
1784338815,-201141
1784338815,-201142
1784338815,-201142
1784338817,-201142
1784338817,-201142
1784338817,-201142
1784338817,-201143
1784338817,-201144
1784338817,-201144
1784338819,-201144
1784338821,-201143
1784338821,-201143
1784338823,-201144
1784338823,-201142
1784338823,-201144
1784338823,-201143
1784338823,-201143
1784338823,-201142
1784338823,-201132
1784338823,-201131
1784338823,-201143
1784338823,-201143
1784338825,-201142
1784338825,-201142
1784338825,-201142
1784338825,-201142
1784338825,-201143
1784338825,-201142
1784338825,-201142
1784338825,-201144
1784338825,-201144
1784338825,-201144
1784338825,-201139
1784338825,-201138
1784338825,-201139
1784338825,-201144
1784338827,-201144
1784338829,-201144
1784338829,-201144
1784338831,-201144
1784338831,-201144
1784338831,-201144
1784338831,-201144
1784338831,-201144
1784338831,-201143
1784338831,-201143
1784338831,-201143
1784338833,-201143
1784338833,-201143
1784338833,-201144
1784338833,-201144
1784338833,-201144
1784338833,-201144
1784338833,-201145
1784338833,-201145
1784338833,-201145
1784338833,-201145
1784338833,-201145
1784338835,-201145
1784338835,-201146
1784338835,-201147
1784338837,-201146
1784338837,-201147
1784338837,-201147
1784338837,-201148
1784338837,-201148
1784338839,-201148
1784338839,-201149
1784338839,-201149
1784338839,-201150
1784338839,-201150
1784338839,-201152
1784338839,-201152
1784338839,-201152
1784338841,-201152
1784338843,-201152
1784338843,-201153
1784338843,-201154
1784338843,-201155
1784338843,-201155
1784338843,-201155
1784338843,-201155
1784338843,-201155
1784338843,-201153
1784338843,-201154
1784338843,-201154
1784338843,-201153
1784338843,-201152
1784338843,-201152
1784338843,-201152
1784338845,-201152
1784338845,-201152
1784338845,-201152
1784338845,-201152
1784338845,-201152
1784338845,-201152
1784338845,-201152
1784338847,-201153
1784338847,-201154
1784338847,-201154
1784338847,-201155
1784338847,-201155
1784338847,-201154
1784338847,-201153
1784338847,-201154
1784338847,-201154
1784338849,-201155
1784338849,-201154
1784338849,-201154
1784338849,-201155
1784338849,-201155
1784338849,-201155
1784338849,-201155
1784338849,-201154
1784338849,-201154
1784338849,-201154
1784338851,-201153
1784338851,-201154
1784338851,-201153
1784338851,-201153
1784338851,-201153
1784338851,-201152
1784338851,-201151
1784338853,-201151
1784338853,-201151
1784338853,-201150
1784338853,-201149
1784338855,-201150
1784338855,-201151
1784338855,-201151
1784338855,-201151
1784338855,-201151
1784338855,-201151
1784338855,-201150
1784338855,-201150
1784338855,-201150
1784338855,-201150
1784338857,-201150
1784338857,-201150
1784338857,-201151
1784338857,-201151
1784338859,-201151
1784338859,-201151
1784338859,-201150
1784338859,-201150
1784338859,-201150
1784338859,-201150
1784338859,-201150
1784338859,-201151
1784338859,-201151
1784338859,-201151
1784338861,-201150
1784338861,-201150
1784338861,-201150
1784338861,-201152
1784338861,-201154
1784338861,-201154
1784338863,-201153
1784338863,-201153
1784338863,-201153
1784338863,-201152
1784338863,-201152
1784338865,-201152
1784338865,-201152
1784338865,-201152
1784338865,-201152
1784338865,-201152
1784338865,-201153
1784338865,-201153
1784338865,-201153
1784338865,-201153
1784338867,-201153
1784338867,-201154
1784338867,-201154
1784338869,-201156
1784338869,-201157
1784338869,-201157
1784338869,-201157
1784338869,-201154
1784338869,-201154
1784338869,-201154
1784338869,-201154
1784338869,-201154
1784338869,-201154
1784338869,-201156
1784338869,-201156
1784338869,-201154
1784338869,-201154
1784338869,-201154
1784338869,-201154
1784338871,-201154
1784338871,-201154
1784338871,-201154
1784338871,-201153
1784338873,-201153
1784338873,-201153
1784338873,-201152
1784338873,-201152
1784338873,-201151
1784338873,-201150
1784338875,-201150
1784338875,-201150
1784338877,-201144
1784338877,-201144
1784338877,-201143
1784338877,-201142
1784338877,-201142
1784338877,-201142
1784338877,-201144
1784338877,-201144
1784338879,-201144
1784338879,-201144
1784338881,-201143
1784338881,-201143
1784338881,-201144
1784338881,-201144
1784338881,-201144
1784338881,-201145
1784338881,-201146
1784338883,-201145
1784338883,-201143
1784338883,-201139
1784338883,-201139
1784338883,-201139
1784338883,-201138
1784338883,-201137
1784338883,-201137
1784338883,-201142
1784338883,-201143
1784338883,-201144
1784338883,-201144
1784338883,-201144
1784338883,-201144
1784338885,-201144
1784338889,-201144
1784338889,-201144
1784338889,-201145
1784338889,-201145
1784338889,-201144
1784338889,-201144
1784338889,-201144
1784338889,-201144
1784338889,-201144
1784338889,-201144
1784338891,-201144
1784338891,-201144
1784338891,-201144
1784338891,-201144
1784338891,-201145
1784338891,-201143
1784338891,-201143
1784338891,-201142
1784338891,-201142
1784338891,-201144
1784338891,-201143
1784338891,-201143
1784338891,-201143
1784338891,-201143
1784338891,-201143
1784338891,-201143
1784338891,-201143
1784338891,-201143
1784338891,-201143
1784338893,-201143
1784338895,-201143
1784338895,-201143
1784338895,-201143
1784338895,-201144
1784338895,-201144
1784338895,-201144
1784338895,-201144
1784338895,-201141
1784338895,-201142
1784338895,-201144
1784338895,-201144
1784338895,-201144
1784338895,-201144
1784338895,-201144
1784338897,-201144
1784338897,-201144
1784338897,-201143
1784338897,-201144
1784338897,-201144
1784338899,-201144
1784338899,-201145
1784338899,-201145
1784338899,-201147
1784338899,-201147
1784338901,-201147
1784338901,-201146
1784338901,-201146
1784338901,-201146
1784338901,-201146
1784338901,-201146
1784338901,-201147
1784338901,-201147
1784338903,-201149
1784338903,-201151
1784338903,-201151
1784338903,-201151
1784338903,-201151
1784338903,-201152
1784338903,-201153
1784338903,-201153
