# Panoptic υ variance regressor σ̂²_t, EIV instrument σ̃²_t, pool tick i_t (CTX-VAR)
# EPOCH WIDTH: 3600 seconds (1.0 hour(s)).
#   epoch = floor(unixSeconds / 3600) via
#   Panel.Build.epochOfSeconds — the SAME single source of truth as
#   Panel.Build.dailyEpoch (which is epochOfSeconds 86400). The panel and
#   this series therefore share an exact INTEGER epoch key; the join is an
#   integer match and never a timestamp comparison or an offset adjustment
#   (the 09-05 40587-offset trap).
# σ̂²_t (sigma2)            = realized variance of the within-epoch V4
#   tick-implied log-price increments over the FULL within-epoch Swap series.
# σ̃²_t (sigma2_instrument) = the SAME estimator on the DISJOINT even-swap
#   sub-window (0-based even positions) — the two-noisy-measures IV.
# i_t (pool_tick_mean)     = mean underlying pool tick over the same epoch,
#   from the SAME Swap series (the panel's moneyness anchor).
# n_swaps                  = swaps in the epoch. σ̂² rests on n_swaps − 1
#   increments; a row with n_swaps <= 1 is a CONSTRUCTED zero, not a
#   measured one, and must not be read as a quiet market.
# Source: Uniswap V4 PoolManager Swap logs on Base via chunked eth_getLogs
#   (poolId 0x96d4…288c0a); BigQuery path retired (project suspended).
epoch,sigma2,sigma2_instrument,pool_tick_mean,n_swaps
493610,3.6596340335469522e-6,5.5994400513286656e-6,-198793.09696969698,165
493611,5.909409054170059e-6,9.99900009165833e-6,-198857.27358490566,212
493612,1.6198380148486512e-6,2.059794018881617e-6,-198880.40136054423,147
493613,2.029797018606642e-6,2.969703027222525e-6,-198882.07432432432,148
493614,1.4798520135654336e-6,2.0397960186982996e-6,-198853.1489361702,141
493615,1.2498750114572927e-6,1.579842014482017e-6,-198853.41139240508,158
493616,2.8297170259393113e-6,3.6096390330886612e-6,-198843.6,200
493617,2.2097790202564944e-6,2.579742023647851e-6,-198869.7087912088,182
493618,1.3698630125571928e-6,2.0697930189732755e-6,-198856.05521472392,163
493619,6.24937505728644e-6,8.729127080017711e-6,-198790.84644194756,267
493620,3.3496650307055457e-6,4.849515044454292e-6,-198794.25217391303,230
493621,7.169283065719011e-6,1.0048995092116623e-5,-198808.32791327912,369
493622,5.899410054078397e-6,8.929107081850886e-6,-198856.88650306748,326
493623,5.21947804784563e-6,7.749225071035194e-6,-198836.09685863875,382
493624,2.759724025297704e-6,3.5996400329970037e-6,-198833.68235294116,340
493625,3.659634033546953e-6,4.459554040879618e-6,-198842.17167381974,233
493626,1.5898410145736767e-6,2.029797018606642e-6,-198836.47340425532,188
493627,8.39916007699301e-7,9.199080084325679e-7,-198816.75,200
493628,1.4098590129238256e-6,1.5598440142987003e-6,-198820.62962962964,162
493629,7.719228070760215e-6,7.899210072410076e-6,-198832.9642857143,140
493630,1.0198980093491508e-6,1.5398460141153827e-6,-198856.3142857143,70
493631,2.2997700210814168e-7,2.69973002474775e-7,-198850.34285714285,35
493632,2.399760021998001e-7,3.3996600311638317e-7,-198849.3076923077,91
493633,5.399460049495501e-7,8.099190074243254e-7,-198829.75,88
493634,9.499050087075422e-7,1.1098890101740751e-6,-198833.76136363635,88
493635,1.6598340152152832e-6,2.0197980185149837e-6,-198832.95890410958,73
493636,7.999200073326666e-8,7.999200073326666e-8,-198832.5737704918,61
493637,1.8998100174150835e-7,2.699730024747749e-7,-198843.64516129033,62
493638,2.199780020164833e-7,2.199780020164833e-7,-198840.2142857143,70
493639,2.2997700210814168e-7,3.2996700302472496e-7,-198841.8829787234,94
493640,2.899710026580916e-7,3.099690028414083e-7,-198830.80327868852,61
493641,8.399160076993005e-7,1.3198680120988998e-6,-198824.64179104476,67
493642,2.9997000274975e-7,3.3996600311638333e-7,-198821.45918367346,98
493643,5.699430052245251e-7,6.299370057744751e-7,-198840.88617886178,123
493644,7.799220071493507e-7,9.599040087992006e-7,-198848.65714285715,105
493645,1.3798620126488505e-6,8.399160076993004e-7,-198841.96296296295,54
493646,7.09929006507742e-7,7.899210072410086e-7,-198836.9875,80
493647,2.479752022731268e-6,3.059694028047451e-6,-198855.03205128206,156
493648,1.8998100174150845e-6,2.699730024747752e-6,-198878.74146341463,205
493649,9.099090083409093e-7,1.2498750114572919e-6,-198866.19191919192,99
493650,5.199480047662334e-7,5.799420053161835e-7,-198861.32183908045,87
493651,2.599740023831167e-7,3.3996600311638333e-7,-198866.13559322033,59
493652,1.2998700119155832e-7,1.899810017415083e-7,-198864.06666666668,60
493653,4.999500045829164e-7,6.999300064160837e-7,-198846.1794871795,78
493654,3.099690028414082e-7,4.2995700394130824e-7,-198834.04444444444,45
493655,6.999300064160833e-8,6.999300064160833e-8,-198830.46666666667,30
493656,1.199880010999e-6,1.4198580130154831e-6,-198838.9510869565,184
493657,1.899810017415084e-7,2.2997700210814168e-7,-198842.5483870968,93
493658,2.2997700210814178e-7,3.099690028414083e-7,-198839.92134831462,89
493659,8.29917007607642e-7,1.1698830107240251e-6,-198857.94444444444,90
493660,9.299070085242254e-7,1.2898710118239247e-6,-198854.5052631579,95
493661,7.95920407296e-6,9.01909808267581e-6,-198783.51295336787,193
493662,1.7398260159485501e-6,1.8998100174150832e-6,-198780.45977011495,87
493663,1.9998000183316665e-7,1.9998000183316665e-7,-198781.65151515152,66
493664,2.0797920190649343e-6,2.319768021264734e-6,-198768.390625,128
493665,2.7997200256643337e-7,3.599640032997e-7,-198771.57534246575,73
493666,1.0998900100824174e-6,6.79932006232767e-7,-198763.7901234568,81
493667,1.1098890101740751e-6,5.499450050412085e-7,-198759.78651685393,89
493668,1.4398560131987999e-6,1.9598040179650335e-6,-198774.99019607843,102
493669,6.999300064160836e-7,9.39906008615884e-7,-198775.66,100
493670,8.079192074042859e-6,1.0478952096041582e-5,-198712.18604651163,215
493671,1.1598840106252618e-6,1.4198580130048262e-6,-198711.032,125
493672,1.13988601044763e-6,1.3598640124626917e-6,-198711.50837988826,179
493673,7.7992200714864e-7,1.0798920098983902e-6,-198715.91578947369,95
493674,1.4058594128871592e-5,1.6778322153802655e-5,-198647.31,200
493675,5.869413053803414e-6,8.029197073601631e-6,-198621.7684729064,203
493676,1.359864012465534e-6,1.2898710118239252e-6,-198622.679245283,106
493677,1.7508249160493675e-5,2.3637636216680285e-5,-198648.8671875,256
493678,6.619338060677778e-6,9.919008090925063e-6,-198622.5576923077,312
493679,4.38956104023801e-6,6.669333061136107e-6,-198630.02293577982,218
493680,9.469053086800415e-6,1.3108689120164065e-5,-198599.39215686274,357
493681,7.75922407112684e-6,1.1358864104123855e-5,-198527.36,425
493682,2.1497850197065438e-6,2.8297170259393104e-6,-198518.12676056338,213
493683,2.1097890193399103e-6,2.8897110264892607e-6,-198500.44970414203,169
493684,1.109889010174076e-6,1.4498550132904587e-6,-198531.09615384616,104
493685,2.8167183258170076e-5,3.6036396330301746e-5,-198724.45219638242,774
493686,3.4796520318971045e-6,4.899510044912581e-6,-198817.17142857143,245
493687,1.4398560131988018e-6,2.109789019339909e-6,-198827.5481927711,166
493688,2.269773020806444e-6,2.9297070268558933e-6,-198848.01477832513,203
493689,1.8898110173234255e-6,2.2297770204398095e-6,-198823.2,135
493690,4.299570039413082e-7,5.799420053161833e-7,-198819.67045454544,88
493691,4.199580038496498e-7,5.599440051328666e-7,-198825.80555555556,108
493692,1.2598740115489507e-6,1.7198280157652328e-6,-198839.5564516129,124
493693,6.10938905600323e-6,7.72922707085189e-6,-198856.2705882353,255
493694,5.799420053161808e-6,8.619138079009467e-6,-198831.51179245283,424
493695,2.0497950187894472e-5,2.745725425168658e-5,-198977.3282828283,594
493696,2.659734024379699e-6,3.799620034827328e-6,-199016.94634146342,205
493697,3.12968702868906e-6,3.879612035563435e-6,-198977.825,160
493698,1.6398360150319681e-6,2.3797620218146837e-6,-198963.98496240602,133
493699,3.0296970277724787e-6,4.20957903858816e-6,-198978.88304093567,171
493700,1.3798620126488507e-6,2.1197880194315674e-6,-198945.14736842105,95
493701,7.299270066910588e-7,1.0698930098074423e-6,-198957.49462365592,93
493702,1.8998100174150834e-6,2.199780020164833e-6,-198955.9534883721,86
493703,3.859614035380116e-6,5.479452050228765e-6,-198919.83673469388,98
493704,2.039796018698302e-6,2.9397060269475512e-6,-198895.91666666666,240
493705,1.0698930098074427e-6,1.4298570131071417e-6,-198898.74814814815,135
493706,3.6696330336386123e-6,4.4995500412462516e-6,-198949.6017699115,226
493707,1.3098690120072432e-6,1.7498250160402085e-6,-198972.04237288135,118
493708,2.179782019981518e-6,3.179682029147351e-6,-198962.33566433567,143
493709,1.9298070176900596e-6,3.0896910283224264e-6,-198951.40350877194,171
493710,3.929607036010355e-6,5.709429052321983e-6,-198994.09433962265,159
493711,1.7198280157631033e-6,2.3797620218125526e-6,-199004.69090909092,165
493712,1.4098590129238262e-6,2.049795018789959e-6,-198968.96153846153,156
493713,1.0898910099907592e-6,1.569843014390359e-6,-198983.59302325582,172
493714,1.5198480139320673e-6,1.6998300155819169e-6,-198983.7931034483,145
493715,2.2197780203431794e-6,3.1596840289569296e-6,-199017.53333333333,240
493716,3.909609035836988e-6,5.449455049950947e-6,-199017.88135593222,177
493717,1.3728627125836902e-5,1.9298070176883514e-5,-199035.50507614214,394
493718,6.829317062595522e-6,1.0328967094674528e-5,-199048.03878116343,361
493719,3.599640032987768e-6,4.239576038851765e-6,-199025.84716157205,229
493720,3.5196480322637355e-6,4.959504045462533e-6,-199001.63225806452,155
493721,1.8798120172317684e-6,2.599740023831168e-6,-198972.8917197452,157
493722,3.579642032813684e-6,4.5995400421628336e-6,-198947.46218487396,119
493723,3.3896610310721766e-6,5.3694630492205234e-6,-198927.74796747966,123
493724,8.299170076076418e-7,1.0798920098991004e-6,-198914.5340909091,88
493725,1.2398760113656337e-6,1.8198180166818171e-6,-198955.0,91
493726,7.499250068743757e-7,1.0098990092574925e-6,-198957.76119402985,67
493727,5.89941005407842e-7,6.699330061411086e-7,-198969.52777777778,72
493728,6.799320062327667e-7,8.299170076076418e-7,-198962.77173913043,92
493729,4.209579038588159e-6,5.549445050870377e-6,-198975.02352941176,255
493730,3.4796520318971016e-6,3.7596240344635342e-6,-198950.85430463575,151
493731,1.0818918099174299e-5,1.3488651123647089e-5,-198907.42532467534,308
493732,1.2198780111823144e-5,1.069893009807441e-5,-198803.18691588784,321
493733,1.9198080175984017e-6,2.689731024656092e-6,-198795.0483870968,124
493734,2.729727025022727e-6,3.0896910283224264e-6,-198787.6436781609,174
493735,1.1798820108156846e-6,1.7098290156735755e-6,-198802.8103448276,174
493736,1.169883010724027e-6,1.2498750114572934e-6,-198805.60730593608,219
493737,4.199580038496494e-6,5.479452050228765e-6,-198767.76945244957,347
493738,3.0896910283224276e-6,4.179582038313184e-6,-198740.0043478261,230
493739,1.3698630125571934e-6,1.8698130171401088e-6,-198773.8994413408,179
493740,4.22957703877147e-6,6.349365058203023e-6,-198844.11604095562,293
493741,5.299470048578896e-6,6.839316062694284e-6,-198900.11350293542,511
493742,3.0096990275891645e-6,3.789621034738515e-6,-198912.25800376647,531
493743,8.569143078547591e-6,1.124887510311133e-5,-198994.95876288658,679
493744,6.509349059661033e-6,6.7293270616775195e-6,-199040.1542288557,402
493745,3.2596740298742257e-6,4.409559040413512e-6,-199039.35754189943,358
493746,5.067493246452327e-5,6.33236675804701e-5,-199179.70892018778,852
493747,5.949405054536679e-6,7.929207072685055e-6,-199213.85488958991,317
493748,6.539346059944531e-6,8.889111081484252e-6,-199184.1125,240
493749,7.549245069202028e-6,8.32916707635139e-6,-199133.79695431472,197
493750,1.4598540133821179e-6,1.97980201814835e-6,-199116.2578125,128
493751,2.189781020073176e-6,2.819718025847652e-6,-199112.78985507245,138
493752,5.109489046837405e-6,7.889211072318425e-6,-199095.07213114755,305
493753,4.439556040689196e-6,6.119388056084948e-6,-199037.04693140794,277
493754,8.799120080659292e-6,1.2478752114389589e-5,-199129.09178743963,414
493755,1.949805017873376e-6,2.6997300247477516e-6,-199138.93037974683,158
493756,2.7997200256643366e-6,4.1195880377632335e-6,-199157.11111111112,216
493757,3.13968602878072e-6,4.73952604344605e-6,-199173.52356020943,191
493758,1.4798520135654344e-6,2.0797920190649335e-6,-199149.17886178862,123
493759,3.949605036205044e-6,5.129487047020723e-6,-199120.01298701297,154
493760,2.5497450233728777e-6,3.349665030705544e-6,-199096.35761589403,151
493761,2.969703027222528e-6,3.989601036571676e-6,-199081.4607329843,191
493762,1.8998100174150843e-6,2.0297970186066425e-6,-199086.13636363635,154
493763,8.389161076901334e-6,8.409159077084659e-6,-199078.6680851064,235
493764,3.1596840289640362e-6,4.059594037213284e-6,-199071.8855721393,201
493765,4.4495550407879525e-6,6.719328061594398e-6,-199072.39115646257,294
493766,1.1008899100915776e-5,1.5128487138679058e-5,-199090.57486631017,374
493767,4.879512044725697e-6,6.8293170625983765e-6,-199067.63602941178,272
493768,1.5298470140237258e-6,2.269773020806442e-6,-199078.17557251907,131
493769,2.5727427235836884e-5,2.688731124646925e-5,-199106.87417218543,151
493770,2.6297370241061456e-6,3.509649032172078e-6,-199093.1087866109,239
493771,1.559844014298701e-6,1.9098090175067416e-6,-199077.79464285713,112
493772,7.499250068743756e-7,1.1298870103573917e-6,-199072.45679012345,81
493773,1.559844014298701e-6,2.019798018514984e-6,-199090.65346534652,101
493774,9.199080084325672e-7,1.239876011365633e-6,-199100.88732394367,71
493775,1.9398060177817167e-6,1.2798720117322668e-6,-199106.2394366197,71
493776,1.2098790110906599e-6,1.7898210164068414e-6,-199080.5823529412,170
493777,8.29917007607642e-7,1.1498850105407084e-6,-199072.81355932204,118
493778,7.399260067827169e-7,8.799120080659335e-7,-199058.6017699115,113
493779,8.87911208138901e-6,1.2178782111635583e-5,-198987.8355263158,304
493780,8.699130079742754e-7,1.4098590129238252e-6,-198994.61797752808,89
493781,1.0398960095324674e-6,1.459854013382117e-6,-198988.0396039604,101
493782,1.8098190165880274e-6,2.7197280249282257e-6,-199000.86153846153,130
493783,9.699030088908588e-7,1.1898810109073423e-6,-199016.8161764706,136
493784,1.5498450142070426e-6,2.289771020989759e-6,-198983.8153846154,130
493785,5.399460049495501e-7,6.799320062327667e-7,-198988.4347826087,69
493786,1.330866912199722e-5,1.4558544133454527e-5,-198994.63157894736,114
493787,2.4197580221813185e-6,3.259674029880619e-6,-198975.85606060605,132
493788,9.119088083592368e-6,1.207879211072326e-5,-198914.03484320556,287
493789,7.23927606636061e-6,1.130886910366557e-5,-198862.03020134228,298
493790,4.0895910374882605e-6,6.129387056186555e-6,-198857.940625,320
493791,5.86941305380343e-6,8.529147078184554e-6,-198879.7818930041,243
493792,4.149585038038208e-6,5.909409054170071e-6,-198892.9219858156,282
493793,2.4597540225479533e-6,3.3596640307972024e-6,-198889.22564102564,195
493794,1.2798720117322674e-6,1.6998300155819167e-6,-198877.52066115703,121
493795,6.099390055911585e-7,1.0698930098074418e-6,-198890.74074074073,81
493796,3.889611035655092e-6,5.6494350517869544e-6,-198948.2111111111,180
493797,3.439656031530468e-6,4.059594037213283e-6,-198964.29078014183,141
493798,7.899210072410092e-7,1.049895009624126e-6,-198936.4051724138,116
493799,6.099390055911582e-7,6.499350059577919e-7,-198947.3,70
493800,5.599440051328667e-7,7.699230070576917e-7,-198932.11607142858,112
493801,5.199480047662334e-7,7.799220071493498e-7,-198923.41176470587,68
493802,2.239776020531467e-6,3.2596740298806166e-6,-198914.0181818182,110
493803,1.0398960095324676e-6,1.059894009715784e-6,-198895.31313131313,99
493804,4.299570039413083e-7,6.299370057744749e-7,-198903.63333333333,60
493805,2.599740023831167e-7,3.5996400329969986e-7,-198916.86538461538,52
493806,7.999200073326669e-7,1.009899009257492e-6,-198909.3552631579,76
493807,5.739426052611875e-6,6.219378057011475e-6,-198897.9292929293,99
493808,5.799420053161835e-7,5.799420053161834e-7,-198904.82352941178,68
493809,3.299670030247249e-7,4.6995300430794157e-7,-198891.46296296295,54
493810,1.2998700119155834e-7,1.8998100174150833e-7,-198895.33333333334,36
493811,2.699730024747751e-7,2.899710026580917e-7,-198901.8656716418,67
493812,4.199580038496499e-7,4.599540042162832e-7,-198900.92753623187,69
493813,1.209879011090659e-6,2.109789019339909e-6,-198877.82474226804,97
493814,2.899710026580917e-7,2.899710026580916e-7,-198883.57798165138,109
493815,2.69973002474775e-7,3.2996700302472496e-7,-198881.75294117647,85
493816,4.6995300430794136e-7,7.899210072410087e-7,-198869.27380952382,84
493817,1.4998500137487503e-7,2.0997900192482504e-7,-198876.46296296295,54
493818,5.499450050412084e-7,7.499250068743753e-7,-198880.27142857143,70
493819,6.19938005682817e-7,8.799120080659335e-7,-198866.76086956522,46
493820,2.1997800201648336e-7,2.1997800201648336e-7,-198867.34722222222,72
493821,1.2738726116772684e-5,1.534846514069554e-5,-198794.17272727273,220
493822,1.5898410145736765e-6,2.3697630217230254e-6,-198812.55172413794,116
493823,1.1398860104490504e-6,1.6398360150319666e-6,-198822.18032786885,61
493824,1.699830015581918e-6,2.2397760205314674e-6,-198854.22222222222,144
493825,1.6098390147569928e-6,2.029797018606642e-6,-198881.66101694916,118
493826,1.2698730116406093e-6,1.5498450142070417e-6,-198903.46,100
493827,7.599240069660333e-7,1.2798720117322666e-6,-198905.18367346938,49
493828,1.3698630125571921e-6,1.3098690120072421e-6,-198906.50574712644,87
493829,2.5997400238311674e-7,3.199680029330666e-7,-198899.661971831,71
493830,4.299570039413083e-7,5.09949004674575e-7,-198903.90789473685,76
493831,3.5096490321720754e-6,4.029597036938307e-6,-198872.3111111111,90
493832,3.9996000366633313e-7,5.599440051328666e-7,-198871.20512820513,78
493833,2.0097990184233257e-6,2.6697330244727757e-6,-198856.6568627451,102
493834,4.2995700394130824e-7,6.099390055911584e-7,-198854.8735632184,87
493835,2.5497450233728773e-6,3.2896710301555925e-6,-198833.6301369863,146
493836,1.959804017965034e-6,2.329767021356392e-6,-198802.2966101695,118
493837,9.599040087992013e-7,1.239876011365634e-6,-198808.0756302521,119
493838,6.549345060036195e-6,4.6095390422544864e-6,-198807.5294117647,119
493839,1.0998900100824178e-6,1.659834015215283e-6,-198789.9801980198,101
493840,1.5798420144820177e-6,2.5397460232812173e-6,-198789.94642857142,112
493841,1.0898910099907594e-6,1.5298470140237252e-6,-198782.79411764705,136
493842,4.899510044912583e-7,6.499350059577917e-7,-198779.38636363635,88
493843,1.3298670121905584e-6,1.729827015856892e-6,-198773.84615384616,104
493844,4.189581038404834e-6,5.549445050870375e-6,-198756.83229813664,161
493845,4.549545041704535e-6,6.909309063335903e-6,-198807.48571428572,175
493846,1.638836115021158e-5,2.0137986184578502e-5,-198735.56937799044,418
493847,4.829517044270976e-6,6.089391055819921e-6,-198780.7894736842,247
493848,4.769523043721015e-6,6.129387056186557e-6,-198848.3139013453,223
493849,1.8738126171745627e-5,2.2897710209874832e-5,-198780.9338235294,408
493850,1.9418058177998947e-5,2.729727025022573e-5,-198625.54816112085,571
493851,9.09909008340905e-6,1.1758824107790195e-5,-198566.88288288287,333
493852,4.509549041337896e-6,5.849415053620123e-6,-198525.41333333333,225
493853,2.4897510228229267e-6,3.1296870286890607e-6,-198566.96825396825,126
493854,3.5496450325387135e-6,5.409459049587154e-6,-198628.8086124402,209
493855,1.5198480139320687e-6,1.819818016681817e-6,-198622.06289308175,159
493856,1.759824016131869e-6,2.6097390239228263e-6,-198652.3563218391,174
493857,1.5598440142987024e-6,2.5197480230979014e-6,-198636.0780141844,141
493858,2.2787721208887696e-5,3.478652131887713e-5,-198768.20720720722,777
493859,3.259674029880621e-6,4.759524043629365e-6,-198748.35638297873,188
493860,2.089791019156594e-6,3.5096490321720775e-6,-198746.94339622642,159
493861,8.379162076809644e-6,1.1978802109806678e-5,-198757.21828908555,339
493862,1.7038296156182872e-5,2.232776720466733e-5,-198678.2246696035,454
493863,2.4167583221500402e-5,3.312668730360715e-5,-198684.68925619835,605
493864,1.8138186166266005e-5,2.1537846197428437e-5,-198686.385,400
493865,6.199380056828159e-6,9.379062085975512e-6,-198623.94560669456,239
493866,4.919508045095891e-6,6.009399055086653e-6,-198630.92857142858,196
493867,2.159784019798201e-6,3.18968102923901e-6,-198661.5223880597,134
493868,2.149785019706543e-6,3.239676029697301e-6,-198685.30555555556,108
493869,1.2098790110906593e-6,1.709829015673575e-6,-198665.5982142857,112
493870,1.6698330153069426e-6,2.279772020898101e-6,-198655.65094339623,106
493871,1.0798920098976793e-6,1.5198480139299349e-6,-198698.98780487804,82
493872,1.449855013288328e-6,2.08979101915304e-6,-198690.92432432433,185
493873,1.4798520135654344e-6,2.1797820199815176e-6,-198657.34928229664,209
493874,5.5394460507787e-6,8.139186074609879e-6,-198616.29074889867,227
493875,3.439656031530471e-6,5.359464049128866e-6,-198580.87234042553,188
493876,3.0196980276808178e-6,3.939606036113384e-6,-198565.74825174824,143
493877,3.039696027864136e-6,4.589541042071175e-6,-198560.59411764707,170
493878,2.4397560223646344e-6,3.7396260342802188e-6,-198593.3103448276,116
493879,2.699730024747752e-6,3.7396260342802167e-6,-198564.32231404958,121
493880,1.2598740115489507e-6,1.5898410145736752e-6,-198575.29365079364,126
493881,1.4298570131071423e-6,2.1297870195232253e-6,-198609.8,115
493882,1.0698930098074427e-6,1.6498350151236246e-6,-198596.82352941178,85
493883,1.9898010182400094e-6,3.249675029788961e-6,-198579.9416058394,137
493884,1.7998200164985016e-6,2.4997500229145846e-6,-198554.34146341463,123
493885,8.319168076259676e-6,1.2158784111456523e-5,-198523.2798833819,343
493886,1.172882710751517e-5,1.720827915774394e-5,-198567.20327102803,428
493887,2.849715026122628e-6,4.289571039321426e-6,-198560.23645320197,203
493888,4.279572039229765e-6,6.31936805792806e-6,-198606.56279069767,215
493889,2.019798018514985e-6,3.039696027864136e-6,-198637.6857142857,175
493890,1.2998700119155846e-6,1.7498250160402087e-6,-198613.16666666666,132
493891,2.1197880194315682e-6,2.5797420236478507e-6,-198605.32450331125,151
493892,5.969403054720011e-6,6.919308063427563e-6,-198568.66455696203,158
493893,2.579742023647852e-6,3.969603036388358e-6,-198580.06707317074,164
493894,1.2828717117597622e-5,1.7648235161776944e-5,-198619.62376237623,303
493895,2.10978901933991e-6,2.929707026855893e-6,-198645.7247706422,218
493896,3.729627034188563e-6,5.449455049953789e-6,-198649.4862745098,255
493897,3.2396760296973028e-6,4.2595740390464515e-6,-198609.97354497353,189
493898,4.26957303913811e-6,4.609539042254488e-6,-198629.63687150838,179
493899,1.8998100174150845e-6,2.9797020273141856e-6,-198595.03703703705,162
493900,3.3696630308888608e-6,5.659434051878616e-6,-198606.34210526315,152
493901,4.089591037488253e-6,5.0694930464707715e-6,-198645.71830985916,142
493902,9.299070085242258e-7,1.1898810109073419e-6,-198631.20512820513,117
493903,1.0998900100824178e-6,1.5998400146653334e-6,-198606.44036697247,109
493904,4.589541042071173e-6,7.009299064252489e-6,-198561.8683127572,243
493905,1.2188781111731471e-5,1.7248275158110603e-5,-198482.69208211143,341
493906,3.3396660306138873e-6,4.459554040879618e-6,-198441.8260869565,207
493907,4.539546041612881e-6,6.119388056094897e-6,-198428.976,250
493908,6.0593940555449404e-6,8.479152077726263e-6,-198453.55405405405,296
493909,1.4608539133912754e-5,1.7358264159118837e-5,-198562.7003816794,524
493910,9.699030088902119e-6,1.4358564131612831e-5,-198649.27210884355,441
493911,2.979702027314187e-6,4.0795920373966e-6,-198656.68,225
493912,5.499450050412064e-6,6.949305063702533e-6,-198665.08333333334,264
493913,2.299770021081419e-6,3.6696330336386093e-6,-198682.88775510204,196
493914,6.739326061774135e-6,8.119188074423004e-6,-198713.5020242915,247
493915,1.1198880102643132e-6,1.6698330153055209e-6,-198716.84027777778,144
493916,2.0197980185135636e-6,2.93970602694542e-6,-198696.28846153847,156
493917,1.2998700119134539e-6,1.679832015395759e-6,-198691.3393939394,165
493918,1.07989200989697e-6,1.2798720117287148e-6,-198701.43846153846,130
493919,1.61983801484581e-6,2.379762021812552e-6,-198718.68707482994,147
493920,3.589641032903925e-6,5.3094690486684395e-6,-198731.9245283019,265
493921,5.439456049862107e-6,7.979202073143342e-6,-198798.00318471337,314
493922,2.4697530226396108e-6,3.489651031988759e-6,-198828.34391534392,189
493923,1.4298570131071426e-6,1.949805017873375e-6,-198822.975,160
493924,1.2498750114572927e-6,1.6898310154902587e-6,-198810.5810055866,179
493925,1.5698430143903591e-6,1.8498150169567916e-6,-198781.07096774192,155
493926,2.4897510228229275e-6,3.669633033638612e-6,-198788.11229946525,187
493927,1.7298270158568939e-6,2.429757022272977e-6,-198730.91469194312,211
493928,2.529747023189561e-6,3.2496750297889595e-6,-198749.8720379147,211
493929,1.5098490138404097e-6,2.189781020073175e-6,-198778.08205128205,195
493930,2.029797018606644e-6,3.269673029972276e-6,-198805.5668202765,217
493931,9.499050087075427e-7,1.3198680120989005e-6,-198788.50704225354,142
493932,2.0597940188816176e-6,2.429757022272976e-6,-198770.875,144
493933,6.06939305563659e-6,8.589141078734507e-6,-198829.61773700305,327
493934,1.2038796110356605e-5,1.5798420144820156e-5,-198897.2253164557,395
493935,6.2893710576530715e-6,8.829117080934298e-6,-198931.79228486647,337
493936,2.959704027130872e-6,4.37956204014635e-6,-198947.73188405798,276
493937,5.719428052428542e-6,8.919108081759226e-6,-198956.96238244514,319
493938,2.5097490230062443e-6,3.869613035471777e-6,-198919.41279069768,172
493939,3.359664030797203e-6,4.85951404454595e-6,-198943.03664921466,191
493940,2.379762021814685e-6,3.569643032722026e-6,-198934.0642857143,140
493941,1.5198480139320685e-6,2.1997800201648343e-6,-198963.4150943396,159
493942,2.3497650215397116e-6,3.2996700302472513e-6,-198975.9402173913,184
493943,1.8198180166818175e-6,2.1397860196148845e-6,-198959.06106870229,131
493944,1.0698930098074427e-6,1.5498450142070417e-6,-198956.1224489796,147
493945,1.4598540133821185e-6,1.759824016131867e-6,-198978.6369047619,168
493946,6.919308063425409e-6,9.609039088079382e-6,-199011.72929936307,314
493947,3.0296970277703467e-6,4.729527043350129e-6,-199029.19411764707,170
493948,6.399360058661337e-7,8.999100082492509e-7,-198998.26,150
493949,1.0198980093491506e-6,1.3198680120989007e-6,-198998.6978021978,182
493950,1.8098190165837664e-6,2.599740023821222e-6,-199027.6484375,256
493951,1.5598440142972811e-6,2.299770021079286e-6,-199030.08455882352,272
493952,1.0198980093491506e-6,1.3198680120989003e-6,-198984.46280991734,121
493953,1.7198280157652345e-6,2.259774020714784e-6,-198974.86639676112,247
493954,1.4098590129238265e-6,1.8098190165901583e-6,-198975.88414634147,164
493955,2.5697430235561936e-6,3.2896710301555934e-6,-198949.8108108108,222
493956,3.4796520318971037e-6,5.199480047662334e-6,-198950.27137546468,269
493957,3.879612035560593e-6,5.299470048575365e-6,-199012.3991935484,248
493958,5.799420053161804e-6,8.719128079926055e-6,-198987.1253132832,399
493959,7.989201073234967e-6,6.309369057836407e-6,-198987.53237410073,278
493960,2.189781020073178e-6,2.5397460232812177e-6,-198956.44845360826,194
493961,6.0193980551783e-6,8.619138079009474e-6,-198894.67536231884,345
493962,6.64933506095277e-6,8.969103082217516e-6,-198848.5201793722,223
493963,1.579842014482019e-6,2.199780020164834e-6,-198842.34857142856,175
493964,9.999000091658339e-7,1.4398560131988003e-6,-198863.9180327869,122
493965,1.0098990092574931e-6,1.3298670121905589e-6,-198870.72674418605,172
493966,8.299170076076425e-7,1.1698830107240258e-6,-198847.1851851852,135
493967,1.1498850105407088e-6,1.4998500137487505e-6,-198881.94339622642,106
493968,6.599340060494501e-7,7.599240069660333e-7,-198879.55063291139,158
493969,1.079892009899101e-6,1.4998500137487499e-6,-198857.62893081762,159
493970,6.399360058661337e-7,9.399060086158836e-7,-198839.10833333334,120
493971,7.199280065994005e-7,8.399160076993004e-7,-198840.664,125
493972,1.979802018148351e-6,2.4197580221813172e-6,-198835.5519125683,183
493973,1.0498950096241257e-6,1.229877011273975e-6,-198847.54032258064,124
