# Panoptic υ variance regressor σ̂²_t, EIV instrument σ̃²_t, pool tick i_t (CTX-VAR)
# EPOCH WIDTH: 3600 seconds (1.0 hour(s)).
#   epoch = floor(unixSeconds / 3600) via
#   Panel.Build.epochOfSeconds — the SAME single source of truth as
#   Panel.Build.dailyEpoch (which is epochOfSeconds 86400). The panel and
#   this series therefore share an exact INTEGER epoch key; the join is an
#   integer match and never a timestamp comparison or an offset adjustment
#   (the 09-05 40587-offset trap).
# σ̂²_t (sigma2)            = realized variance of the within-epoch V4
#   tick-implied log-price increments over the FULL within-epoch Swap series.
# σ̃²_t (sigma2_instrument) = the SAME estimator on the DISJOINT even-swap
#   sub-window (0-based even positions) — the two-noisy-measures IV.
# i_t (pool_tick_mean)     = mean underlying pool tick over the same epoch,
#   from the SAME Swap series (the panel's moneyness anchor).
# n_swaps                  = swaps in the epoch. σ̂² rests on n_swaps − 1
#   increments; a row with n_swaps <= 1 is a CONSTRUCTED zero, not a
#   measured one, and must not be read as a quiet market.
# Source: Uniswap V4 PoolManager Swap logs on Base via chunked eth_getLogs
#   (poolId 0x96d4…288c0a); BigQuery path retired (project suspended).
epoch,sigma2,sigma2_instrument,pool_tick_mean,n_swaps
494326,1.38386161268551e-5,1.5778422144636844e-5,-199771.17770034843,287
494327,1.8498150169567922e-6,2.309769021173075e-6,-199744.50335570468,149
494328,1.9698030180566927e-6,2.9497050270392088e-6,-199751.7421875,128
494329,1.0388961095233e-5,8.409159077084654e-6,-199732.47651006712,149
494330,5.282471748423108e-5,6.92230776345506e-5,-199729.16083916085,143
494331,1.5198480139320681e-6,2.119788019431567e-6,-199727.26717557252,131
494332,1.9898010182400086e-6,1.0898910099907582e-6,-199732.6081081081,74
494333,8.399160076993011e-7,1.1798820108156841e-6,-199750.09032258065,155
494334,1.4098590129238254e-6,1.73982601594855e-6,-199727.9605263158,228
494335,7.299270066910586e-7,9.299070085242254e-7,-199711.61006289307,159
494336,3.2196780295139835e-6,3.439656031530467e-6,-199733.78494623656,93
494337,8.099190074243253e-7,1.0698930098074423e-6,-199730.17582417582,91
494338,3.7396260342802183e-6,5.839416053528464e-6,-199726.1171875,128
494339,7.699230070576922e-7,8.899110081575922e-7,-199714.71317829457,129
494340,6.999300064160839e-7,7.599240069660337e-7,-199732.2142857143,112
494341,3.0596940280474525e-6,3.879612035563434e-6,-199756.87330316743,221
494342,2.581741823666164e-5,2.985701427369169e-5,-199851.39449541285,545
494343,1.3298670121905595e-6,2.0497950187899584e-6,-199846.70658682636,167
494344,8.929107081850853e-6,8.449155077451272e-6,-199826.8322580645,465
494345,1.1998800109990009e-6,1.3798620126488505e-6,-199814.40869565218,115
494346,7.599240069660341e-7,1.0398960095324674e-6,-199828.10084033615,119
494347,2.0697930189732755e-6,2.7697230253893594e-6,-199838.05217391305,115
494348,3.449655031622128e-6,5.01949804601248e-6,-199856.95,200
494349,2.4747525226840087e-5,3.3076692303191526e-5,-199937.43859649124,456
494350,1.198880110989829e-5,1.848815116947621e-5,-199877.09850107066,467
494351,4.809519044087649e-6,6.50934905966957e-6,-199841.5285714286,210
494352,2.9597040271308697e-6,4.079592037396601e-6,-199808.61494252874,174
494353,1.8198180166818182e-6,2.889711026489259e-6,-199816.5652173913,138
494354,4.429557040604637e-6,6.169383056553185e-6,-199820.8288973384,263
494355,1.539846014115384e-6,1.9698030180566914e-6,-199851.52884615384,104
494356,2.1997800201648348e-6,2.759724025297701e-6,-199835.84065934067,182
494357,4.939506045279216e-6,2.6097390239228254e-6,-199790.5703125,128
494358,5.6394360516952796e-6,5.059494046379111e-6,-199806.00985221675,203
494359,5.2794720483955875e-6,6.559344060127859e-6,-199778.01351351352,222
494360,1.7898210164068416e-6,1.409859012923825e-6,-199764.3596491228,114
494361,1.8798120172317678e-6,2.4597540225479507e-6,-199738.96875,192
494362,1.179882010815684e-6,1.339866012282217e-6,-199747.57857142857,140
494363,8.599140078826177e-7,1.1598840106323672e-6,-199749.0291970803,137
494364,1.1998800109990009e-6,1.6198380148486501e-6,-199753.12258064517,155
494365,5.899410054078415e-7,7.69923007057692e-7,-199751.18811881187,101
494366,4.069593037304943e-6,4.6895310429877525e-6,-199716.4769874477,239
494367,3.6996300339093256e-6,5.719428052420737e-6,-199693.5641025641,273
494368,2.76972302538794e-6,3.409659031251941e-6,-199680.7488986784,227
494369,1.6298370149374675e-6,2.1097890193363574e-6,-199665.91194968554,159
494370,7.399260067827167e-7,8.699130079742753e-7,-199685.2685185185,108
494371,1.5798420144820181e-6,2.2997700210814176e-6,-199723.39583333334,192
494372,2.5197480230979014e-6,3.959604036296701e-6,-199747.72448979592,294
494373,1.1598840106323674e-6,1.579842014482017e-6,-199779.7304964539,141
494374,3.349665030705547e-6,5.1294870470207226e-6,-199787.51658767773,211
494375,8.899110081575924e-7,1.2698730116406086e-6,-199787.78095238094,105
494376,1.3958604127955e-5,1.8158184166451523e-5,-199826.53515625,256
494377,4.009599036754996e-6,6.109389056003236e-6,-199856.69111969112,259
494378,2.6897310246560945e-6,3.90960903583841e-6,-199872.78125,192
494379,1.1798820108156846e-6,1.7398260159485501e-6,-199883.2857142857,133
494380,8.699130079742755e-7,1.2098790110906586e-6,-199865.94736842104,95
494381,1.5598440142987007e-6,2.119788019431567e-6,-199838.83333333334,102
494382,1.5098490138404093e-6,2.399760021998e-6,-199831.36607142858,112
494383,2.5497450233728777e-6,3.6496350334552934e-6,-199846.18446601942,206
494384,9.29907008524226e-7,1.0498950096241255e-6,-199842.66417910447,134
494385,1.3198680120989018e-6,2.009799018423325e-6,-199847.17142857143,140
494386,8.249175075610271e-6,1.2148785111356337e-5,-199737.6238938053,452
494387,2.6197380240144863e-6,3.319668030430569e-6,-199724.11805555556,288
494388,3.5296470323553947e-6,4.8695130446376075e-6,-199745.28896103895,308
494389,5.909409054170056e-6,8.789121080567671e-6,-199734.87810383746,443
494390,1.1898810109066254e-5,1.7618238161491992e-5,-199720.2134251291,581
494391,1.8638136170851006e-5,2.285771420953085e-5,-199846.20717781404,613
494392,6.7793220621443245e-6,1.0178982093308175e-5,-199923.72117962467,373
494393,1.3798620126481362e-5,1.9978002183125497e-5,-199978.4291938998,459
494394,3.5896410329053474e-6,5.129487047020727e-6,-199960.07636363636,275
494395,1.839816016865135e-6,2.6797320245644336e-6,-199971.8079096045,177
494396,8.89911008157593e-7,1.249875011457292e-6,-199950.38095238095,126
494397,1.5098490138404097e-6,2.0597940188816167e-6,-199954.6607142857,168
494398,5.279472048382098e-6,6.2793720575429584e-6,-199973.35766423357,137
494399,1.545345464164553e-4,2.2097790202564927e-6,-199963.0909090909,121
494400,5.309469048670561e-6,6.9093090633359e-6,-199942.05376344087,186
494401,1.5798420144820183e-6,2.259774020714784e-6,-199947.182320442,181
494402,1.7398260159485518e-6,2.4297570222729764e-6,-199968.5,206
494403,1.7598240161318682e-6,2.4497550224562928e-6,-199954.1418918919,148
494404,3.299670030244413e-6,4.549545041700989e-6,-200004.52173913043,230
494405,9.69903008890859e-7,1.2698730116406086e-6,-199954.5588235294,102
494406,8.399160076993006e-7,1.1798820108156837e-6,-199939.9708737864,103
494407,1.0598940097157843e-6,1.4798520135654336e-6,-199932.42211055275,199
494408,2.6997300247477537e-6,3.879612035563438e-6,-199883.64676616914,201
494409,2.4097590220896606e-6,3.3296670305222264e-6,-199917.65094339623,212
494410,1.409859012923827e-6,1.9298070176900588e-6,-199913.24852071007,169
494411,2.1397860196148854e-6,3.1596840289640362e-6,-199920.43216080402,199
494412,6.509349059669551e-6,9.789021089733494e-6,-199912.38596491228,399
494413,1.1398860104484054e-5,1.709829015672365e-5,-200005.32664233577,548
494414,8.429157077257986e-6,1.2378762113461634e-5,-200019.62133891214,478
494415,5.009499045920102e-6,7.689231070483122e-6,-199973.83285302593,347
494416,3.879612035560597e-6,5.959404054622675e-6,-199994.70106761565,281
494417,7.879212072224618e-6,1.0838916099353364e-5,-200040.66923076924,390
494418,3.3696630308888633e-6,5.169483047387353e-6,-200073.2857142857,287
494419,1.599840014665335e-6,2.0197980185149845e-6,-200040.75789473683,190
494420,1.6898310154902596e-6,2.0097990184233253e-6,-200025.99386503067,163
494421,5.9324067543809294e-5,6.582341760338682e-5,-200154.90485074627,536
494422,9.029097082767438e-6,1.3128687120347388e-5,-200189.2700296736,337
494423,5.209479047753992e-6,6.869313062969271e-6,-200204.36936936938,222
494424,2.5397460232812202e-6,3.6696330336386114e-6,-200198.21296296295,216
494425,7.90920907250171e-6,1.106889310146577e-5,-200220.20506329113,395
494426,2.6497350242894623e-6,3.7496250343718776e-6,-200230.87441860465,215
494427,2.349365061535858e-4,2.4245575422251288e-4,-200357.771019678,559
494428,3.3806619309896756e-5,3.155684428927369e-5,-200425.8097826087,368
494429,6.759324061961009e-6,7.89921007241007e-6,-200434.94306049822,281
494430,3.7396260342802188e-6,4.819518044179312e-6,-200433.8036809816,163
494431,1.8298170167734755e-6,2.5297470231895597e-6,-200371.2470119522,251
494432,1.769823016223526e-6,2.4297570222729756e-6,-200375.13461538462,260
494433,7.37926206764385e-6,9.039096082859133e-6,-200372.37155963303,218
494434,2.2197780203481507e-6,2.999700027497501e-6,-200357.015936255,251
494435,2.339766021448051e-6,2.6197380240144846e-6,-200375.0308219178,584
494436,4.5695430418878496e-6,5.4094590495871485e-6,-200379.09726688103,1244
494437,7.689231070485244e-6,1.0728927098349389e-5,-200405.8784194529,329
494438,3.191680829256826e-5,3.5316468323729344e-5,-200394.0357142857,700
494439,4.229577038771474e-6,6.389361058569667e-6,-200367.9207920792,303
494440,6.839316062690023e-6,9.519048087253751e-6,-200325.42068965518,290
494441,5.039496046195792e-6,6.61933806067781e-6,-200232.93625498007,251
494442,2.159784019798201e-6,2.6997300247477508e-6,-200207.09454545454,275
494443,2.2297770204398095e-6,3.179682029147351e-6,-200219.8,150
494444,5.12948704702071e-6,7.2692730666355995e-6,-200247.80425531915,235
494445,1.0928907100182548e-5,3.049695027955793e-6,-200225.1653543307,127
494446,1.959804017965035e-6,2.6897310246560932e-6,-200259.21875,160
494447,1.419858013015484e-6,1.6198380148486497e-6,-200278.62790697673,86
494448,1.589841014573677e-6,2.2297770204398086e-6,-200252.01657458564,181
494449,1.4698530134737763e-6,2.1097890193399086e-6,-200272.58181818182,165
494450,2.889711026487129e-6,4.00959903675215e-6,-200299.4034090909,176
494451,2.1097890193391988e-6,3.0096990275877394e-6,-200304.90825688074,109
494452,1.0298970094386783e-6,1.5898410145708334e-6,-200306.0,137
494453,1.739826015948551e-6,2.3997600219980005e-6,-200262.26351351352,148
494454,1.2498750114572934e-6,1.8498150169567918e-6,-200242.76470588235,153
494455,3.0496950279557946e-6,3.889611035655091e-6,-200273.77586206896,174
494456,1.4398560131988011e-6,1.959804017965034e-6,-200276.09638554216,166
494457,1.1098890101740766e-6,1.7498250160402083e-6,-200258.26315789475,133
494458,4.199580038496499e-7,6.199380056828168e-7,-200259.8712871287,101
494459,6.199380056828161e-6,7.2392760663606316e-6,-200275.1554054054,148
494460,3.9596040362896e-6,5.6394360516796645e-6,-200317.414893617,188
494461,6.4393560590144534e-6,8.179182074961595e-6,-200336.1596091205,307
494462,1.573842614426306e-5,2.1737826199254524e-5,-200362.05714285714,490
494463,2.1987801201554365e-5,2.852714726149761e-5,-200195.24489795917,588
494464,8.239176075526431e-6,1.042895709559964e-5,-200148.69109947645,382
494465,4.4395560406963005e-6,6.979302063977508e-6,-200137.47557003258,307
494466,8.409159077084652e-6,1.1528847105682057e-5,-200209.28268551236,283
494467,3.5896410329053474e-6,5.209479047753992e-6,-200252.96313364056,217
494468,1.4798520135654344e-6,2.199780020164834e-6,-200224.80689655172,145
494469,5.519448050595374e-6,8.059194073876612e-6,-200242.46086956523,230
494470,3.199680029330668e-6,3.9596040362967e-6,-200258.22900763358,131
494471,1.889811017323426e-6,2.4297570222729756e-6,-200268.00900900902,111
494472,1.0398960095324676e-6,1.2998700119155833e-6,-200251.69047619047,126
494473,4.099590037579914e-6,1.9198080175984e-6,-200232.4298245614,114
494474,7.199280065993999e-7,6.699330061411085e-7,-200226.05172413794,116
494475,1.429857013107142e-6,1.5898410145736746e-6,-200228.01550387597,129
494476,3.4896510319887616e-6,4.879512044729264e-6,-200270.32710280374,214
494477,1.2088791110814912e-5,1.14688531051321e-5,-200247.25742574257,101
494478,6.699330061411089e-7,9.499050087075421e-7,-200239.4224137931,116
494479,1.0398960095324674e-6,1.2898710118239252e-6,-200242.7837837838,74
494480,9.999000091658332e-8,7.999200073326666e-8,-200246.03529411764,255
494481,3.399660031163832e-7,3.999600036663332e-7,-200243.8596491228,57
494482,1.0198980093491502e-6,1.4198580130154833e-6,-200225.32098765433,81
494483,1.779822016315184e-6,2.5397460232812177e-6,-200236.81818181818,121
494484,4.4995500412462504e-7,6.399360058661335e-7,-200232.47435897434,78
494485,8.299170076076425e-7,1.1098890101740755e-6,-200222.0198019802,101
494486,3.5496450325387123e-6,4.6095390422544915e-6,-200194.1094890511,137
494487,2.149785019706542e-6,2.9497050270392096e-6,-200188.99305555556,144
494488,7.199280065994e-7,8.199180075159833e-7,-200191.28703703705,108
494489,1.3498650123738767e-6,1.8498150169567922e-6,-200200.34579439252,214
494490,1.7298270158568918e-6,2.289771020989759e-6,-200187.9238095238,105
494491,1.249875011457292e-6,1.249875011457292e-6,-200189.9024390244,82
494492,2.1997800201648333e-7,2.599740023831167e-7,-200183.85714285713,35
494493,4.999500045829165e-7,5.499450050412083e-7,-200175.5625,240
494494,8.899110081575926e-7,1.2098790110906593e-6,-200203.5058139535,172
494495,6.499350059577921e-7,8.499150077909588e-7,-200208.3137254902,153
494496,6.799320062327671e-7,9.199080084325675e-7,-200200.77710843374,166
494497,2.129787019523225e-6,3.2596740298806174e-6,-200171.88157894736,76
494498,3.5596440326303685e-6,5.679432052061929e-6,-200166.96710526315,152
494499,8.89911008157592e-7,1.0298970094408084e-6,-200151.09836065574,61
494500,7.299270066910586e-7,7.699230070576919e-7,-200159.1343283582,67
494501,2.7997200256643337e-7,3.199680029330667e-7,-200164.91379310345,116
494502,8.999100082492499e-8,8.999100082492499e-8,-200175.10344827586,58
494503,5.099490046745749e-7,6.299370057744752e-7,-200192.4537815126,119
494504,9.599040087992004e-7,1.179882010815684e-6,-200194.38157894736,228
494505,1.429857013107142e-6,1.609839014756992e-6,-200196.22421524665,223
494506,1.97980201814835e-6,2.6197380240144842e-6,-200228.13953488372,129
494507,8.699130079742753e-7,6.699330061411085e-7,-200213.12676056338,71
494508,7.199280065994004e-7,1.0198980093491504e-6,-200208.74257425743,101
494509,6.099390055911584e-7,9.499050087075419e-7,-200205.24137931035,87
494510,1.0488951096149576e-5,1.4668533134462774e-5,-200261.20100502513,199
494511,3.0496950279557937e-6,3.509649032172076e-6,-200263.29770992367,131
494512,3.659634033539845e-6,4.939506045267848e-6,-200296.37142857144,140
494513,2.149785019699438e-6,3.1096890284957964e-6,-200305.35064935064,154
494514,1.1698830107218942e-6,1.6998300155790742e-6,-200306.05555555556,108
494515,2.1897810200703338e-6,3.0096990275877394e-6,-200332.5870967742,155
494516,1.2898710118225043e-6,2.169783019887727e-6,-200307.61797752808,89
494517,1.7698230162235248e-6,2.709729024839409e-6,-200276.89285714287,84
494518,2.679732024564436e-6,4.069593037304943e-6,-200268.54268292684,164
494519,3.8096190349218295e-6,5.829417053436807e-6,-200266.128342246,187
494520,2.1517848197248604e-5,2.193780620109832e-5,-200255.4489051095,274
494521,4.549545041703124e-6,6.789321062233877e-6,-200298.39449541285,218
494522,6.009399055085942e-6,7.089291064984337e-6,-200292.97737556562,221
494523,2.7197280249310696e-6,4.2595740390464515e-6,-200250.28387096775,155
494524,2.4597540225451106e-6,3.879612035558461e-6,-200315.875,176
494525,2.3697630217187644e-6,3.4296570314317056e-6,-200336.62631578947,190
494526,4.8695130446376075e-6,6.689331061319421e-6,-200383.1338582677,254
494527,6.529347059852885e-6,9.749025089366878e-6,-200408.93975903615,249
494528,4.439556040696299e-6,6.75932406196103e-6,-200432.61971830987,213
494529,1.6198380148486508e-6,2.329767021356392e-6,-200385.14406779662,118
494530,2.139786019614885e-6,3.039696027864134e-6,-200394.8908045977,174
494531,1.829817016773476e-6,2.5097490230062417e-6,-200401.10294117648,136
494532,4.4925507411821044e-5,5.056494346351621e-5,-200406.6489361702,376
494533,5.144485547158204e-5,5.928407154344221e-5,-200443.9417293233,532
494534,1.515848413895401e-5,1.9778022181300165e-5,-200478.89141414143,396
494535,1.9758024181116825e-5,2.4877512228045914e-5,-200475.54328358208,335
494536,8.449155077451265e-6,8.949105082034203e-6,-200481.90410958903,292
494537,9.109089083500734e-6,1.2708729116497742e-5,-200382.47391304348,230
494538,2.0797920190649343e-6,3.079692028230769e-6,-200371.71341463414,164
494539,3.3696630308810464e-6,4.309569039496213e-6,-200318.17341040462,173
494540,1.259874011548951e-6,1.899810017415083e-6,-200296.47133757963,157
494541,4.219578038678393e-6,6.399360058659196e-6,-200330.44019138755,209
494542,1.056894309687645e-5,9.88901109064014e-6,-200351.68953068592,277
494543,3.5396460324456334e-6,5.239476048025413e-6,-200303.04827586206,145
494544,1.9798020181433773e-6,2.7997200256565193e-6,-200315.04487179487,156
494545,5.59944005132865e-6,8.53914607827621e-6,-200372.63829787233,235
494546,1.897810217396743e-5,2.6877312246377575e-5,-200422.53398058252,309
494547,2.6497350242780917e-6,4.06959303729002e-6,-200321.97402597402,154
494548,2.6497350242837766e-6,3.909609035829884e-6,-200315.56953642383,151
494549,5.169483047387353e-6,7.2392760663606316e-6,-200358.5145631068,206
494550,8.349165076534701e-6,1.107889210155743e-5,-200405.995,200
494551,5.927407254335059e-5,6.81731826249265e-5,-200411.24,275
494552,5.779422052978501e-6,7.71922807076023e-6,-200410.47679324893,237
494553,5.429457049770477e-6,8.029197073601638e-6,-200458.7052631579,190
494554,4.3815618401647076e-5,3.72362763413357e-5,-200426.61139028476,597
494555,1.8761123871978622e-4,7.256274366516451e-5,-200421.71487039563,1466
494556,2.5650434935131297e-4,7.896210372382576e-5,-200437.04006968642,574
494557,1.0527947196507033e-4,5.606439351392835e-5,-200438.6414048059,541
494558,1.7009299055905933e-4,1.6999300055813775e-4,-200582.8125,800
494559,9.939006091106879e-5,9.821017890025032e-5,-200741.29245283018,636
494560,2.3457654215022476e-5,3.145685428834571e-5,-200700.99600798404,501
494561,1.5618438143170286e-5,1.4018598128504979e-5,-200704.89949748744,398
494562,1.5428457141428778e-5,1.5748425144361866e-5,-200749.21808510637,376
494563,4.355564439926375e-5,5.265473448267281e-5,-200802.39278937381,527
494564,1.0188981093399823e-5,1.4828517135929308e-5,-200801.1862244898,392
494565,6.649335060952771e-6,9.44905508661712e-6,-200806.18126888218,331
494566,4.871512844655581e-5,6.81931806251006e-5,-200897.35652173913,690
494567,8.659134079376089e-5,9.875012490521783e-5,-201067.04347826086,782
494568,2.1067893193124047e-5,2.8607139262234444e-5,-201015.01609195402,435
494569,2.3017698210997353e-5,2.671732824491103e-5,-201042.384057971,414
494570,6.389361058569664e-6,9.619038088175313e-6,-201061.43167701864,322
494571,1.8227177267083974e-4,9.782021789669347e-5,-201153.80165289255,484
494572,2.5627437234920203e-5,2.0827917190924304e-5,-201146.6274509804,357
494573,1.833816616809921e-5,2.409759022089657e-5,-201017.68333333332,420
494574,8.659134079370426e-6,1.1028897101091323e-5,-200966.51886792452,212
494575,4.14958503803252e-6,6.669333061129707e-6,-200961.8565891473,258
494576,4.959504045456853e-6,6.069393055630213e-6,-200953.80508474575,236
494577,1.968803118043684e-5,1.0988901100727534e-5,-200948.06882591094,247
494578,6.43935605902795e-6,9.859014090375107e-6,-200916.46779661017,295
494579,3.1096890285057457e-6,4.009599036754993e-6,-200923.7385321101,218
494580,6.879312063055951e-6,1.0138986092934436e-5,-200968.83333333334,780
494581,2.059794018879261e-5,2.4137586221232655e-5,-200989.9413202934,409
494582,1.533846614060385e-5,2.101789819266579e-5,-201055.48115299334,451
494583,2.332766721383884e-5,1.9728027180841872e-5,-201114.84543325528,427
494584,2.8487151261114477e-5,3.520647932271052e-5,-201220.3875739645,676
494585,1.380861912658013e-5,1.872812717167604e-5,-201222.8559498956,479
494586,6.24937505728645e-6,9.149085083867374e-6,-201221.24324324325,296
494587,2.1567843197698467e-5,2.6487351242785158e-5,-201281.36432160804,398
494588,4.615538442309481e-5,6.13738625625988e-5,-201393.07484407484,481
494589,1.712628735697948e-4,1.2854714517832128e-4,-201258.9393939394,891
494590,2.8817118264159044e-5,3.8926107356825855e-5,-201187.96179401994,602
494591,2.613738623956641e-5,3.7296270341852904e-5,-201261.30376344087,372
494592,1.4867513236285198e-4,1.4476552332700333e-4,-201370.9548736462,554
494593,6.082481746754946e-3,6.1354264522403374e-3,-201478.33333333334,498
494594,2.4746525326844245e-4,2.1768823099547582e-4,-201581.7101200686,583
494595,3.404659531209656e-5,4.754524543583538e-5,-201388.64126984126,630
494596,1.4438556132345361e-5,2.1367863195856794e-5,-201315.759375,320
494597,2.3047695211272347e-5,3.058694128038278e-5,-201427.92830882352,544
494598,2.0929906991859387e-4,2.3517648215580373e-5,-201406.6511627907,387
494599,1.9708029180658475e-5,2.4927507228504208e-5,-201477.35096153847,416
494600,2.081791819083254e-5,3.3236676304672256e-5,-201528.56610800745,537
494601,2.846715326093547e-5,4.2045795385404114e-5,-201614.8356807512,639
494602,4.3235676396312145e-5,5.5554444509223867e-5,-201656.60032626428,613
494603,2.5457454233361947e-5,3.2176782294956467e-5,-201690.22375215148,581
494604,2.996700327469844e-5,4.366563340026983e-5,-201566.1642384106,755
494605,4.7965203439673005e-5,5.450454949961609e-5,-201504.54247391952,671
494606,2.4177582221629746e-5,3.437656231512132e-5,-201480.37701612903,496
494607,2.179782019981506e-5,3.08969102832242e-5,-201488.5072463768,483
494608,1.5108489138495702e-5,1.560843914307865e-5,-201522.4662576687,326
494609,2.0167983184867686e-5,2.7297270250215157e-5,-201569.90579710144,414
494610,1.5648435143445267e-5,2.082791719092429e-5,-201529.0243902439,328
494611,1.0448955095782941e-5,1.480851913574599e-5,-201492.46715328467,274
494612,9.679032088725249e-6,1.2188781111731509e-5,-201533.5756302521,238
494613,1.098890110073248e-5,1.6928307155177555e-5,-201546.7628032345,371
494614,2.7447255251556508e-5,3.8766123355297515e-5,-201597.15642458102,537
494615,1.0988901100732492e-5,1.5768423144545196e-5,-201558.27947598253,229
494616,1.3588641124563652e-5,1.94080591779088e-5,-201555.88888888888,387
494617,2.1117888193575875e-5,2.9967003274687202e-5,-201628.47348484848,528
494618,2.5977402238128255e-5,3.5856414328686754e-5,-201703.84982935153,586
494619,1.3331666822208202e-4,4.339566039779715e-5,-201760.7365771812,596
494620,4.338566139770558e-5,5.0244975460583126e-5,-201770.00819672132,488
494621,1.0708929098163732e-4,1.148485150527521e-4,-201853.93301435406,627
494622,9.19568042429319e-4,5.268573138294128e-4,-202174.89557739557,814
494623,8.82411758088357e-5,1.0086991292459666e-4,-202203.89708737863,1030
494624,8.323067686292633e-4,2.6847315246102584e-5,-202128.3137254902,561
494625,7.647235270100245e-5,6.385361458533018e-5,-202061.9035769829,643
494626,1.2198780111823133e-5,1.7448255159943765e-5,-202076.29761904763,336
494627,1.5618438143170272e-5,2.348765121530538e-5,-202108.13846153847,390
494628,5.478452150219339e-5,7.09029096499443e-5,-202184.86069651743,804
494629,6.241375857212433e-5,7.52324766896316e-5,-202209.57407407407,810
494630,1.406059392888999e-4,1.6236376348834988e-4,-202479.2508816121,1985
494631,2.0961903792142834e-4,2.1521847797272294e-4,-202605.0780141844,705
494632,4.4820517910846723e-4,4.5163483613988104e-4,-202608.63079019074,734
494633,4.610538942261667e-5,5.430456949777153e-5,-202566.2645861601,737
494634,1.0079991992400059e-4,1.174182580763339e-4,-202714.66918238995,795
494635,1.5627437243249693e-4,1.9057094274687117e-4,-202809.15647226173,703
494636,9.095090483367603e-5,1.1720827907436836e-4,-202615.29570552148,815
494637,4.2305769387806506e-5,4.811518844105988e-5,-202474.1590909091,528
494638,5.4764523501971644e-5,7.118288165245673e-5,-202557.96202531646,632
494639,4.5945405421162985e-5,6.015398455140803e-5,-202674.349122807,570
494640,2.7066293348096377e-4,3.224277569554739e-4,-202577.88888888888,378
494641,1.2658734116037292e-5,1.8588141170388563e-5,-202624.8910614525,358
494642,1.8488151169476195e-5,2.8127187257834856e-5,-202689.06458797326,449
494643,2.1737826199265112e-5,2.9837016273508426e-5,-202758.68798449612,516
494644,2.2970702910558941e-4,2.3761623817807756e-4,-202959.9884526559,866
494645,3.83781621517982e-4,2.606639333894101e-4,-202907.40143369176,1116
494646,3.663633633583602e-5,4.6895310429877575e-5,-202734.4367816092,609
494647,1.9888011182308358e-5,2.422757722208812e-5,-202729.8475,400
494648,3.0766923282032625e-5,2.9387061269383804e-5,-202657.29398663697,449
494649,1.7998200164984942e-5,2.1797820199815145e-5,-202681.21040189127,423
494650,8.152184774718051e-5,9.082091783244099e-5,-202860.15838926175,745
494651,2.0877912191382525e-5,2.9577042271125302e-5,-202803.9234828496,379
494652,2.303769621118074e-5,2.893710626525919e-5,-202776.70308788598,421
494653,1.182881710843178e-5,1.7748225162693534e-5,-202771.0450928382,377
494654,1.0458954095874587e-5,1.5468453141795437e-5,-202785.92771084336,332
494655,2.2567743206872746e-5,3.214678529468151e-5,-202826.9552238806,469
494656,1.312868712034737e-5,1.8258174167368096e-5,-202799.1846590909,352
494657,1.8218178167001437e-5,2.4937506228595855e-5,-202816.40173410406,346
494658,1.0408959095416302e-5,1.4188581130063169e-5,-202821.13740458016,262
494659,4.5295470415212245e-6,6.569343060219523e-6,-202816.6374269006,171
494660,6.73932606177771e-6,8.629137079101142e-6,-202831.9514563107,206
494661,3.7696230345551964e-6,5.739426052611882e-6,-202790.35333333333,150
494662,8.439156077359614e-6,1.1718828107423568e-5,-202816.81900452488,221
494663,6.749325061869371e-6,9.869013090466772e-6,-202780.4055944056,143
494664,6.449355059119613e-6,8.409159077084654e-6,-202748.54123711342,194
494665,3.066693328111094e-5,3.815618434976107e-5,-202633.3023715415,506
494666,8.58914107873449e-6,1.2908709118330908e-5,-202619.7882352941,255
494667,7.359264067452698e-6,9.659034088529154e-6,-202578.1592920354,226
494668,4.109589037669444e-6,6.229377057098875e-6,-202594.62295081967,183
494669,3.089691028321706e-5,3.3636636308328654e-5,-202526.2314814815,324
494670,2.0237976185516413e-5,2.462753722575445e-5,-202467.4088235294,340
494671,1.4208579130246473e-5,1.3408659122913822e-5,-202471.01219512196,164
494672,2.710728924848567e-5,2.9177082267459e-5,-202400.5485436893,412
494673,1.9438056178170957e-5,2.2817718209150062e-5,-202302.64872521246,353
494674,1.2928707118514202e-5,1.27187281165894e-5,-202356.0606060606,264
494675,3.7796220346468552e-6,5.789421053070174e-6,-202367.556122449,196
494676,3.451654831640451e-5,4.3725627400821846e-5,-202449.64946619218,562
494677,1.2338766113106359e-5,1.5438456141520457e-5,-202434.55063291139,316
494678,2.2037796202014912e-5,2.8497150261226203e-5,-202367.98356164384,365
494679,1.2208779111914806e-5,1.680831915407766e-5,-202364.7338403042,263
494680,7.429257068102128e-6,1.0928907100182555e-5,-202365.9431279621,211
494681,6.6993300614110685e-6,9.20907908441732e-6,-202333.6505376344,186
494682,4.519548041429565e-6,6.429357058936305e-6,-202340.96753246753,154
494683,3.466653331777938e-5,4.620537942355315e-5,-202457.19367588934,506
494684,1.0968903100549175e-5,1.582841714509514e-5,-202395.75102040818,245
494685,6.079392055728264e-6,9.179082084142346e-6,-202367.72,175
494686,8.339366056441912e-4,5.567643231035263e-4,-202086.6049165935,1139
494687,3.0486951279466094e-5,3.532646732382888e-5,-202056.96378269617,497
494688,2.6567343243517605e-5,3.9726027364126575e-5,-201955.3230452675,486
