# premium-accumulators.csv — SFPM getAccountPremium X64 accumulators, one row per scheduled read
# built: 2026-07-21   RPC: https://mainnet.base.org (failover https://base.drpc.org)
# SFPM: 0x8dcAa08cF298F8b4830FAf56d47930981AdE33af   vegoid: 8
# schedule rows: 8910   block range: 43781657..48157721
# accumulators and liquidity are DECIMAL Integer strings (they exceed 2^63; a Double round-trip would lose precision)
# columns: token_type,tick_lower,tick_upper,block,is_long,at_tick,acc0_x64,acc1_x64,net_liquidity,removed_liquidity,epoch,endpoint
token_type,tick_lower,tick_upper,block,is_long,at_tick,acc0_x64,acc1_x64,net_liquidity,removed_liquidity,epoch,endpoint
0,-200640,-198240,44374327,0,-199687,10884218160666155113,18965653606,3890558049,0,493205,
0,-200640,-198240,44376127,0,-199687,11436346377522493185,18965653606,3890558049,0,493206,
0,-200640,-198240,44377927,0,-199687,12195677688506330586,18965653606,3890558049,0,493207,
0,-200640,-198240,44379727,0,-199687,12796498329174415692,18965653606,3890558049,0,493208,
0,-200640,-198240,44381527,0,-199687,13530150619315861967,23707067008,3890558049,0,493209,
0,-200640,-198240,44383327,0,-199687,14285234406224966922,28448480410,3890558049,0,493210,
0,-200640,-198240,44385127,0,-199687,17829277639218116236,28448480410,3890558049,0,493211,
0,-200640,-198240,44386927,0,-199687,19296860829693907424,33189893812,3890558049,0,493212,
0,-200640,-198240,44388727,0,-199687,22451756374578436999,37931307213,3890558049,0,493213,
0,-200640,-198240,44390527,0,-199687,24764879164421336970,42672720615,3890558049,0,493214,
0,-200640,-198240,44392327,0,-199687,27945283375906147169,47414134017,3890558049,0,493215,
0,-200640,-198240,44394127,0,-199687,29020385726290281632,52155547418,3890558049,0,493216,
0,-200640,-198240,44395927,0,-199687,30267710867133817040,56896960820,3890558049,0,493217,
0,-200640,-198240,44397727,0,-199687,31741154231210534672,61638374222,3890558049,0,493218,
0,-200640,-198240,44399527,0,-199687,32936363595610731684,61638374222,3890558049,0,493219,
0,-200640,-198240,44401327,0,-199687,35302931336540115241,71121201025,3890558049,0,493220,
0,-200640,-198240,44403127,0,-199687,36954395703886826546,71121201025,3890558049,0,493221,
0,-200640,-198240,44404927,0,-199687,39664572332219076957,80604027829,3890558049,0,493222,
0,-200640,-198240,44406727,0,-199687,46554376379425587010,104311094837,3890558049,0,493223,
0,-200640,-198240,44408527,0,-199221,56487237797558046183,128018161846,3890558049,0,493224,
0,-200640,-198240,44410327,0,-199221,59872322144943751530,137500988649,3890558049,0,493225,
0,-200640,-198240,44412127,0,-199221,61112789978723737961,137500988649,3890558049,0,493226,
0,-200640,-198240,44413927,0,-199221,62597925649283450691,142242402051,3890558049,0,493227,
0,-200640,-198240,44415727,0,-199221,63104778313447512935,142242402051,3890558049,0,493228,
0,-200640,-198240,44417527,0,-199221,64173746412829034363,146983815453,3890558049,0,493229,
0,-200640,-198240,44419327,0,-199221,64724698394072913219,146983815453,3890558049,0,493230,
0,-200640,-198240,44421127,0,-199221,65704068663458539589,151725228855,3890558049,0,493231,
0,-200640,-198240,44422927,0,-199221,66385772596463862303,151725228855,3890558049,0,493232,
0,-200640,-198240,44424727,0,-199221,67391460730509387740,156466642256,3890558049,0,493233,
0,-200640,-198240,44426527,0,-199221,68332275907592686734,156466642256,3890558049,0,493234,
0,-200640,-198240,44428327,0,-199221,69351001259515432777,156466642256,3890558049,0,493235,
0,-200640,-198240,44430127,0,-199221,70434045842436285054,161208055658,3890558049,0,493236,
0,-200640,-198240,44431927,0,-199221,71353364058057087778,161208055658,3890558049,0,493237,
0,-200640,-198240,44433727,0,-199221,75439130661111616897,170690882462,3890558049,0,493238,
0,-200640,-198240,44435527,0,-199221,80361645808945120344,175432295863,3890558049,0,493239,
0,-200640,-198240,44437327,0,-199221,81937117775155219672,184915122667,3890558049,0,493240,
0,-200640,-198240,44439127,0,-199221,83070626553247774801,184915122667,3890558049,0,493241,
0,-200640,-198240,44440927,0,-199221,84696307764089552938,189656536068,3890558049,0,493242,
0,-200640,-198240,44442727,0,-199221,87272125367742278171,194397949470,3890558049,0,493243,
0,-200640,-198240,44444527,0,-199221,88217930005269411212,194397949470,3890558049,0,493244,
0,-200640,-198240,44446327,0,-199221,88897367590082844391,199139362872,3890558049,0,493245,
0,-200640,-198240,44448127,0,-199221,89681592999886071298,199139362872,3890558049,0,493246,
0,-200640,-198240,44449927,0,-199221,91955886397178527419,203880776274,3890558049,0,493247,
0,-200640,-198240,44451727,0,-199386,93149898696937191446,203880776274,3890558049,0,493248,
0,-200640,-198240,44453527,0,-199386,94400662789662409885,208622189675,3890558049,0,493249,
0,-200640,-198240,44455327,0,-199386,96185217782482484463,208622189675,3890558049,0,493250,
0,-200640,-198240,44457127,0,-199386,96917572238723370937,213363603077,3890558049,0,493251,
0,-200640,-198240,44458927,0,-199386,97392817910973884375,213363603077,3890558049,0,493252,
0,-200640,-198240,44460727,0,-199386,97760107294504662541,213363603077,3890558049,0,493253,
0,-200640,-198240,44462527,0,-199386,98168450196491431751,213363603077,3890558049,0,493254,
0,-200640,-198240,44464327,0,-199386,98546100388569492982,218105016479,3890558049,0,493255,
0,-200640,-198240,44466127,0,-199386,98777322373499384588,218105016479,3890558049,0,493256,
0,-200640,-198240,44467927,0,-199386,99413485770441649386,218105016479,3890558049,0,493257,
0,-200640,-198240,44469727,0,-199386,99989726961966510123,218105016479,3890558049,0,493258,
0,-200640,-198240,44471527,0,-199386,100574882081807810962,222846429880,3890558049,0,493259,
0,-200640,-198240,44473327,0,-199386,101505525196528522678,222846429880,3890558049,0,493260,
0,-200640,-198240,44475127,0,-199386,102652566599077577431,222846429880,3890558049,0,493261,
0,-200640,-198240,44476927,0,-199386,105236624086976140436,227587843282,3890558049,0,493262,
0,-200640,-198240,44478727,0,-199386,106933691667129667031,232329256684,3890558049,0,493263,
0,-200640,-198240,44480527,0,-199386,110425201741799137682,246553496889,3890558049,0,493264,
0,-200640,-198240,44482327,0,-199386,114428453717080019006,251294910291,3890558049,0,493265,
0,-200640,-198240,44484127,0,-199386,116470278123493690189,260777737094,3890558049,0,493266,
0,-200640,-198240,44485927,0,-199386,118928186434104665872,265519150496,3890558049,0,493267,
0,-200640,-198240,44487727,0,-199386,120464588712933122032,265519150496,3890558049,0,493268,
0,-200640,-198240,44489527,0,-199386,121151344503382645467,270260563898,3890558049,0,493269,
0,-200640,-198240,44491327,0,-199386,122552610203665001104,270260563898,3890558049,0,493270,
0,-200640,-198240,44493127,0,-199386,125913553066263399227,279743390701,3890558049,0,493271,
0,-200640,-198240,44494927,0,-199260,127975782168958451977,279743390701,3890558049,0,493272,
0,-200640,-198240,44496727,0,-199260,129127800585741161255,284484804103,3890558049,0,493273,
0,-200640,-198240,44498527,0,-199260,131112399437161177873,289226217505,3890558049,0,493274,
0,-200640,-198240,44500327,0,-199260,131914310603437635351,289226217505,3890558049,0,493275,
0,-200640,-198240,44502127,0,-199260,132428525473554155841,289226217505,3890558049,0,493276,
0,-200640,-198240,44503927,0,-199260,132676566484587443070,293967630906,3890558049,0,493277,
0,-200640,-198240,44505727,0,-199260,133056807745295624231,293967630906,3890558049,0,493278,
0,-200640,-198240,44507527,0,-199260,133642757502315986823,293967630906,3890558049,0,493279,
0,-200640,-198240,44509327,0,-199260,134191205154346516867,293967630906,3890558049,0,493280,
0,-200640,-198240,44511127,0,-199260,134581662065230687346,293967630906,3890558049,0,493281,
0,-200640,-198240,44512927,0,-199260,135021627506225549612,298709044308,3890558049,0,493282,
0,-200640,-198240,44514727,0,-199260,135337419350947853434,298709044308,3890558049,0,493283,
0,-200640,-198240,44516527,0,-199260,136305775288552797066,303450457710,3890558049,0,493284,
0,-200640,-198240,44518327,0,-199260,138571184287051479014,308191871111,3890558049,0,493285,
0,-200640,-198240,44520127,0,-199260,140156661232957302306,312933284513,3890558049,0,493286,
0,-200640,-198240,44521927,0,-199260,144044862669802975082,322416111317,3890558049,0,493287,
0,-200640,-198240,44523727,0,-199260,146632191799328514521,327157524718,3890558049,0,493288,
0,-200640,-198240,44525527,0,-199260,148145079503049639260,331898938120,3890558049,0,493289,
0,-200640,-198240,44527327,0,-199260,148919970563410095294,331898938120,3890558049,0,493290,
0,-200640,-198240,44529127,0,-199260,149832891393808729565,336640351522,3890558049,0,493291,
0,-200640,-198240,44530927,0,-199260,150354575341335783135,336640351522,3890558049,0,493292,
0,-200640,-198240,44532727,0,-199260,151223191651023987629,341381764924,3890558049,0,493293,
0,-200640,-198240,44534527,0,-199260,152124170672283601339,341381764924,3890558049,0,493294,
0,-200640,-198240,44536327,0,-199260,153070653459945342604,341381764924,3890558049,0,493295,
0,-200640,-198240,44538127,0,-199054,153332758584170395587,341381764924,3890558049,0,493296,
0,-200640,-198240,44539927,0,-199054,153919273166803651822,346123178325,3890558049,0,493297,
0,-200640,-198240,44541727,0,-199054,154297713823616981288,346123178325,3890558049,0,493298,
0,-200640,-198240,44543527,0,-199054,154592006639620545690,346123178325,3890558049,0,493299,
0,-200640,-198240,44545327,0,-199054,155343074947226798518,346123178325,3890558049,0,493300,
0,-200640,-198240,44547127,0,-199054,155616696362445134439,346123178325,3890558049,0,493301,
0,-200640,-198240,44548927,0,-199054,156168582833597772267,350864591727,3890558049,0,493302,
0,-200640,-198240,44550727,0,-199054,156835612063676282152,350864591727,3890558049,0,493303,
0,-200640,-198240,44552527,0,-199054,157055063053626363668,350864591727,3890558049,0,493304,
0,-200640,-198240,44554327,0,-199054,157123395748826626296,350864591727,3890558049,0,493305,
0,-200640,-198240,44556127,0,-199054,157603344334202040657,350864591727,3890558049,0,493306,
0,-200640,-198240,44557927,0,-199054,158036046285471468549,355606005129,3890558049,0,493307,
0,-200640,-198240,44559727,0,-199054,158114700795835198471,355606005129,3890558049,0,493308,
0,-200640,-198240,44561527,0,-199054,158352199278911168204,355606005129,3890558049,0,493309,
0,-200640,-198240,44563327,0,-199054,159262030926753351142,355606005129,3890558049,0,493310,
0,-200640,-198240,44565127,0,-199054,159738125975800649222,355606005129,3890558049,0,493311,
0,-200640,-198240,44566927,0,-199054,160220113288334776607,360347418530,3890558049,0,493312,
0,-200640,-198240,44568727,0,-199054,161774608061043716737,365088831932,3890558049,0,493313,
0,-200640,-198240,44570527,0,-199054,162444555768571975726,365088831932,3890558049,0,493314,
0,-200640,-198240,44572327,0,-199054,165379879886864606621,374571658736,3890558049,0,493315,
0,-200640,-198240,44574127,0,-199054,168466180702337227351,384054485539,3890558049,0,493316,
0,-200640,-198240,44575927,0,-199054,170152571548827100683,388795898941,3890558049,0,493317,
0,-200640,-198240,44577727,0,-199054,170830755228935141023,388795898941,3890558049,0,493318,
0,-200640,-198240,44579527,0,-199054,172028037966001777447,388795898941,3890558049,0,493319,
0,-200640,-198240,44581327,0,-199306,173143337431270456957,393537312343,3890558049,0,493320,
0,-200640,-198240,44583127,0,-199306,173858183265501387826,393537312343,3890558049,0,493321,
0,-200640,-198240,44584927,0,-199306,180850381003673212238,403020139146,3890558049,0,493322,
0,-200640,-198240,44586727,0,-199306,182980083045817806601,407761552548,3890558049,0,493323,
0,-200640,-198240,44588527,0,-199306,184365366878171215019,412502965949,3890558049,0,493324,
0,-200640,-198240,44590327,0,-199306,184928077052578719315,412502965949,3890558049,0,493325,
0,-200640,-198240,44592127,0,-199306,185988407809253176743,412502965949,3890558049,0,493326,
0,-200640,-198240,44593927,0,-199306,186186028065944347705,412502965949,3890558049,0,493327,
0,-200640,-198240,44595727,0,-199306,186513995945627717200,417244379351,3890558049,0,493328,
0,-200640,-198240,44597527,0,-199306,186931931604087651183,417244379351,3890558049,0,493329,
0,-200640,-198240,44599327,0,-199306,187145097954884843814,417244379351,3890558049,0,493330,
0,-200640,-198240,44601127,0,-199306,188393762028200305157,417244379351,3890558049,0,493331,
0,-200640,-198240,44602927,0,-199306,188881255183770434830,421985792753,3890558049,0,493332,
0,-200640,-198240,44604727,0,-199306,190689681320209890598,421985792753,3890558049,0,493333,
0,-200640,-198240,44606527,0,-199306,192516428192688162473,426727206155,3890558049,0,493334,
0,-200640,-198240,44608327,0,-199306,193821788171930412119,426727206155,3890558049,0,493335,
0,-200640,-198240,44610127,0,-199306,194374443861544865062,431468619556,3890558049,0,493336,
0,-200640,-198240,44611927,0,-199306,194807152692605138854,431468619556,3890558049,0,493337,
0,-200640,-198240,44613727,0,-199306,195233654463518602752,431468619556,3890558049,0,493338,
0,-200640,-198240,44615527,0,-199306,195829401184945928920,436210032958,3890558049,0,493339,
0,-200640,-198240,44617327,0,-199306,196156157586091024193,436210032958,3890558049,0,493340,
0,-200640,-198240,44619127,0,-199306,197109784616931146501,440951446360,3890558049,0,493341,
0,-200640,-198240,44620927,0,-199306,197887154393389755239,440951446360,3890558049,0,493342,
0,-200640,-198240,44622727,0,-199306,201668748587422404554,445692859761,3890558049,0,493343,
0,-200640,-198240,44624527,0,-199167,202877873891104150077,450434273163,3890558049,0,493344,
0,-200640,-198240,44626327,0,-199167,203617223311863877749,450434273163,3890558049,0,493345,
0,-200640,-198240,44628127,0,-199167,204250782515943726647,455175686565,3890558049,0,493346,
0,-200640,-198240,44629927,0,-199167,205374985284021413000,455175686565,3890558049,0,493347,
0,-200640,-198240,44631727,0,-199167,205768244536175470781,455175686565,3890558049,0,493348,
0,-200640,-198240,44633527,0,-199167,206337678964103644906,455175686565,3890558049,0,493349,
0,-200640,-198240,44635327,0,-199167,206935429572784008237,459917099967,3890558049,0,493350,
0,-200640,-198240,44637127,0,-199167,207217003490440490103,459917099967,3890558049,0,493351,
0,-200640,-198240,44638927,0,-199167,208065831591900631846,459917099967,3890558049,0,493352,
0,-200640,-198240,44640727,0,-199167,208808331169793157008,459917099967,3890558049,0,493353,
0,-200640,-198240,44642527,0,-199167,209257205285618410269,464658513368,3890558049,0,493354,
0,-200640,-198240,44644327,0,-199167,209826516346711284965,464658513368,3890558049,0,493355,
0,-200640,-198240,44646127,0,-199167,210157129470414302477,464658513368,3890558049,0,493356,
0,-200640,-198240,44647927,0,-199167,211484170453821649670,469399926770,3890558049,0,493357,
0,-200640,-198240,44649727,0,-199167,214408865982762308396,478882753574,3890558049,0,493358,
0,-200640,-198240,44651527,0,-199167,216743024916099191187,483624166975,3890558049,0,493359,
0,-200640,-198240,44653327,0,-199167,219808706822974353910,488365580377,3890558049,0,493360,
0,-200640,-198240,44655127,0,-199167,222703904207922974933,497848407180,3890558049,0,493361,
0,-200640,-198240,44656927,0,-199167,224326045375207931905,497848407180,3890558049,0,493362,
0,-200640,-198240,44658727,0,-199167,225342357684349552508,502589820582,3890558049,0,493363,
0,-200640,-198240,44660527,0,-199167,227416997294381212932,512072647386,3890558049,0,493364,
0,-200640,-198240,44662327,0,-199167,228981526647429743982,512072647386,3890558049,0,493365,
0,-200640,-198240,44664127,0,-199167,229861422736927926671,516814060787,3890558049,0,493366,
0,-200640,-198240,44665927,0,-199167,238921812877137217750,545262541198,3890558049,0,493367,
0,-200640,-198240,44667727,0,-198661,244890913471607717916,559486781403,3890558049,0,493368,
0,-200640,-198240,44669527,0,-198661,246533570307954723780,564228194805,3890558049,0,493369,
0,-200640,-198240,44671327,0,-198661,247600085441854277260,568969608206,3890558049,0,493370,
0,-200640,-198240,44673127,0,-198661,248336921188074841324,568969608206,3890558049,0,493371,
0,-200640,-198240,44674927,0,-198661,248904583228259317407,568969608206,3890558049,0,493372,
0,-200640,-198240,44676727,0,-198661,249219099727604825800,568969608206,3890558049,0,493373,
0,-200640,-198240,44678527,0,-198661,249992820801535686089,573711021608,3890558049,0,493374,
0,-200640,-198240,44680327,0,-198661,250121324768599345283,573711021608,3890558049,0,493375,
0,-200640,-198240,44682127,0,-198661,251570808803508823082,578452435010,3890558049,0,493376,
0,-200640,-198240,44683927,0,-198661,253207538005425022789,583193848411,3890558049,0,493377,
0,-200640,-198240,44685727,0,-198661,254024042630509654572,583193848411,3890558049,0,493378,
0,-200640,-198240,44687527,0,-198661,254900227952378660260,587935261813,3890558049,0,493379,
0,-200640,-198240,44689327,0,-198661,255567246642295178116,587935261813,3890558049,0,493380,
0,-200640,-198240,44691127,0,-198661,256800718809827139892,587935261813,3890558049,0,493381,
0,-200640,-198240,44692927,0,-198661,258955154221618218756,597418088617,3890558049,0,493382,
0,-200640,-198240,44694727,0,-198661,265392503598806550063,606900915420,3890558049,0,493383,
0,-200640,-198240,44696527,0,-198661,268767937695340181345,616383742223,3890558049,0,493384,
0,-200640,-198240,44698327,0,-198661,271612678068358403126,621125155625,3890558049,0,493385,
0,-200640,-198240,44700127,0,-198661,273477918252522377927,625866569027,3890558049,0,493386,
0,-200640,-198240,44701927,0,-198661,276248423278416744601,630607982429,3890558049,0,493387,
0,-200640,-198240,44703727,0,-198661,277749112510808586715,635349395830,3890558049,0,493388,
0,-200640,-198240,44705527,0,-198661,278935448035542655190,635349395830,3890558049,0,493389,
0,-200640,-198240,44707327,0,-198661,279764643361788869463,640090809232,3890558049,0,493390,
0,-200640,-198240,44709127,0,-198661,281318435732033651557,640090809232,3890558049,0,493391,
0,-200640,-198240,44710927,0,-198741,281832622651518168890,644832222634,3890558049,0,493392,
0,-200640,-198240,44712727,0,-198741,283087988129483117160,649573636036,3890558049,0,493393,
0,-200640,-198240,44714527,0,-198741,284029060092033426663,649573636036,3890558049,0,493394,
0,-200640,-198240,44716327,0,-198741,284966091294064626053,649573636036,3890558049,0,493395,
0,-200640,-198240,44718127,0,-198741,285300719067323150390,654315049437,3890558049,0,493396,
0,-200640,-198240,44719927,0,-198741,285690901047351221966,654315049437,3890558049,0,493397,
0,-200640,-198240,44721727,0,-198741,286890027440346397729,654315049437,3890558049,0,493398,
0,-200640,-198240,44723527,0,-198741,287344400875022812507,654315049437,3890558049,0,493399,
0,-200640,-198240,44725327,0,-198741,288473984777481209033,659056462839,3890558049,0,493400,
0,-200640,-198240,44727127,0,-198741,289014523439024380744,659056462839,3890558049,0,493401,
0,-200640,-198240,44728927,0,-198741,289639807918952716010,663797876241,3890558049,0,493402,
0,-200640,-198240,44730727,0,-198741,290837754700449090532,663797876241,3890558049,0,493403,
0,-200640,-198240,44732527,0,-198741,291446211268865315347,668539289642,3890558049,0,493404,
0,-200640,-198240,44734327,0,-198741,292497732910907991159,668539289642,3890558049,0,493405,
0,-200640,-198240,44736127,0,-198741,294659258523247498228,673280703044,3890558049,0,493406,
0,-200640,-198240,44737927,0,-198741,296365854670619557072,678022116446,3890558049,0,493407,
0,-200640,-198240,44739727,0,-198741,298945208809183186195,682763529848,3890558049,0,493408,
0,-200640,-198240,44741527,0,-198741,300458485460528481068,687504943249,3890558049,0,493409,
0,-200640,-198240,44743327,0,-198741,301937369539586714923,692246356651,3890558049,0,493410,
0,-200640,-198240,44745127,0,-198741,302918194972452397064,696987770053,3890558049,0,493411,
0,-200640,-198240,44746927,0,-198741,304407139676434037503,701729183454,3890558049,0,493412,
0,-200640,-198240,44748727,0,-198741,305795546582966892770,701729183454,3890558049,0,493413,
0,-200640,-198240,44750527,0,-198741,306880388460276042339,706470596856,3890558049,0,493414,
0,-200640,-198240,44752327,0,-198741,308818560980039877765,711212010258,3890558049,0,493415,
0,-200640,-198240,44754127,0,-198749,309794541300051327910,711212010258,3890558049,0,493416,
0,-200640,-198240,44755927,0,-198749,310645996049707756113,715953423660,3890558049,0,493417,
0,-200640,-198240,44757727,0,-198749,311880354012832841166,715953423660,3890558049,0,493418,
0,-200640,-198240,44759527,0,-198749,313062242418953618267,720694837061,3890558049,0,493419,
0,-200640,-198240,44761327,0,-198749,313703723434302663758,720694837061,3890558049,0,493420,
0,-200640,-198240,44763127,0,-198749,314650130918836758859,725436250463,3890558049,0,493421,
0,-200640,-198240,44764927,0,-198749,315226732718557887631,725436250463,3890558049,0,493422,
0,-200640,-198240,44766727,0,-198749,315682943337133548397,725436250463,3890558049,0,493423,
0,-200640,-198240,44768527,0,-198749,317499207181651280996,730177663865,3890558049,0,493424,
0,-200640,-198240,44770327,0,-198749,318444236465327657093,730177663865,3890558049,0,493425,
0,-200640,-198240,44772127,0,-198749,318834598846652837422,730177663865,3890558049,0,493426,
0,-200640,-198240,44773927,0,-198749,319812221454765655735,734919077267,3890558049,0,493427,
0,-200640,-198240,44775727,0,-198749,320001339323599415936,734919077267,3890558049,0,493428,
0,-200640,-198240,44777527,0,-198749,320688489277227851401,734919077267,3890558049,0,493429,
0,-200640,-198240,44779327,0,-198749,324675772252775757781,744401904070,3890558049,0,493430,
0,-200640,-198240,44781127,0,-198749,328142220799835797286,749143317472,3890558049,0,493431,
0,-200640,-198240,44782927,0,-198749,330837020080964993346,758626144275,3890558049,0,493432,
0,-200640,-198240,44784727,0,-198749,333789100847326306797,763367557677,3890558049,0,493433,
0,-200640,-198240,44786527,0,-198749,335510308527774427314,768108971079,3890558049,0,493434,
0,-200640,-198240,44788327,0,-198749,336952721934689999220,772850384480,3890558049,0,493435,
0,-200640,-198240,44790127,0,-198749,338213840050999922857,777591797882,3890558049,0,493436,
0,-200640,-198240,44791927,0,-198749,339794018785104018709,782333211284,3890558049,0,493437,
0,-200640,-198240,44793727,0,-198749,340926771962074048471,782333211284,3890558049,0,493438,
0,-200640,-198240,44795527,0,-198749,341715636072040476769,787074624686,3890558049,0,493439,
0,-200640,-198240,44797327,0,-198492,342196203511434497407,787074624686,3890558049,0,493440,
0,-200640,-198240,44799127,0,-198492,342815563438850737635,787074624686,3890558049,0,493441,
0,-200640,-198240,44800927,0,-198492,344244016607459348732,791816038087,3890558049,0,493442,
0,-200640,-198240,44802727,0,-198492,344929899100681475833,791816038087,3890558049,0,493443,
0,-200640,-198240,44804527,0,-198492,345429486819506189374,791816038087,3890558049,0,493444,
0,-200640,-198240,44806327,0,-198492,345703926702247344106,791816038087,3890558049,0,493445,
0,-200640,-198240,44808127,0,-198492,346635924908176854829,796557451489,3890558049,0,493446,
0,-200640,-198240,44809927,0,-198492,346807790115461738036,796557451489,3890558049,0,493447,
0,-200640,-198240,44811727,0,-198492,347334408025188758487,796557451489,3890558049,0,493448,
0,-200640,-198240,44813527,0,-198492,348484597076662921219,801298864891,3890558049,0,493449,
0,-200640,-198240,44815327,0,-198492,350739199796600988029,810781691694,3890558049,0,493450,
0,-200640,-198240,44817127,0,-198492,352472154418838731697,810781691694,3890558049,0,493451,
0,-200640,-198240,44818927,0,-198492,352885045640166438655,815523105096,3890558049,0,493452,
0,-200640,-198240,44820727,0,-198492,355126007057711424951,820264518498,3890558049,0,493453,
0,-200640,-198240,44822527,0,-198492,363230915458917414966,843971585506,3890558049,0,493454,
0,-200640,-198240,44824327,0,-198492,367514296766468021628,858195825711,3890558049,0,493455,
0,-200640,-198240,44826127,0,-198492,370373500233132937343,862937239113,3890558049,0,493456,
0,-200640,-198240,44827927,0,-198492,372060162591919846936,867678652515,3890558049,0,493457,
0,-200640,-198240,44829727,0,-198492,374752801395877000532,872420065917,3890558049,0,493458,
0,-200640,-198240,44831527,0,-198492,376886926584048727158,877161479318,3890558049,0,493459,
0,-200640,-198240,44833327,0,-198492,377906644147846984747,881902892720,3890558049,0,493460,
0,-200640,-198240,44835127,0,-198492,378772975456622977327,881902892720,3890558049,0,493461,
0,-200640,-198240,44836927,0,-198492,379395689986176483936,886644306122,3890558049,0,493462,
0,-200640,-198240,44838727,0,-198492,380196801209632283135,886644306122,3890558049,0,493463,
0,-200640,-198240,44840527,0,-198593,381416483270252964724,886644306122,3890558049,0,493464,
0,-200640,-198240,44842327,0,-198593,382517663982281837026,891385719523,3890558049,0,493465,
0,-200640,-198240,44844127,0,-198593,383056544794404856116,891385719523,3890558049,0,493466,
0,-200640,-198240,44845927,0,-198593,383399872681942469861,891385719523,3890558049,0,493467,
0,-200640,-198240,44847727,0,-198593,384644643770370312589,896127132925,3890558049,0,493468,
0,-200640,-198240,44849527,0,-198593,385219834236236871117,896127132925,3890558049,0,493469,
0,-200640,-198240,44851327,0,-198593,385444161215125256648,896127132925,3890558049,0,493470,
0,-200640,-198240,44853127,0,-198593,385673449613738618436,896127132925,3890558049,0,493471,
0,-200640,-198240,44854927,0,-198593,385984629623146055030,896127132925,3890558049,0,493472,
0,-200640,-198240,44856727,0,-198593,388928978301154028430,900868546327,3890558049,0,493473,
0,-200640,-198240,44858527,0,-198593,389994628459006705598,905609959729,3890558049,0,493474,
0,-200640,-198240,44860327,0,-198593,391728477795436181183,905609959729,3890558049,0,493475,
0,-200640,-198240,44862127,0,-198593,393231767773682896144,910351373130,3890558049,0,493476,
0,-200640,-198240,44863927,0,-198593,393906415269744624321,910351373130,3890558049,0,493477,
0,-200640,-198240,44865727,0,-198593,394849932455048816759,915092786532,3890558049,0,493478,
0,-200640,-198240,44867527,0,-198593,395306885351375344050,915092786532,3890558049,0,493479,
0,-200640,-198240,44869327,0,-198593,396103015648931432302,919834199934,3890558049,0,493480,
0,-200640,-198240,44871127,0,-198593,397471429181536918866,919834199934,3890558049,0,493481,
0,-200640,-198240,44872927,0,-198593,397978128546322876605,924575613335,3890558049,0,493482,
0,-200640,-198240,44874727,0,-198593,399891294088438467708,924575613335,3890558049,0,493483,
0,-200640,-198240,44876527,0,-198593,400376719869230111148,929317026737,3890558049,0,493484,
0,-200640,-198240,44878327,0,-198593,400821511983722486109,929317026737,3890558049,0,493485,
0,-200640,-198240,44880127,0,-198593,401169416458907738675,929317026737,3890558049,0,493486,
0,-200640,-198240,44881927,0,-198593,401492570443202713118,929317026737,3890558049,0,493487,
0,-200640,-198240,44883727,0,-198855,401812054772664116899,929317026737,3890558049,0,493488,
0,-200640,-198240,44885527,0,-198855,402406298015608823740,934058440139,3890558049,0,493489,
0,-200640,-198240,44887327,0,-198855,402940189443150623209,934058440139,3890558049,0,493490,
0,-200640,-198240,44889127,0,-198855,404062687497678094311,934058440139,3890558049,0,493491,
0,-200640,-198240,44890927,0,-198855,404606315194793901902,934058440139,3890558049,0,493492,
0,-200640,-198240,44892727,0,-198855,406138798828205409322,938799853541,3890558049,0,493493,
0,-200640,-198240,44894527,0,-198855,406543130921181527102,938799853541,3890558049,0,493494,
0,-200640,-198240,44896327,0,-198855,407547594101591890622,943541266942,3890558049,0,493495,
0,-200640,-198240,44898127,0,-198855,410130845165157675192,948282680344,3890558049,0,493496,
0,-200640,-198240,44899927,0,-198855,410808163181713895971,948282680344,3890558049,0,493497,
0,-200640,-198240,44901727,0,-198855,411621972289572581270,948282680344,3890558049,0,493498,
0,-200640,-198240,44903527,0,-198855,411945005083341007675,953024093746,3890558049,0,493499,
0,-200640,-198240,44905327,0,-198855,412413476650850345570,953024093746,3890558049,0,493500,
0,-200640,-198240,44907127,0,-198855,413166520098520180916,953024093746,3890558049,0,493501,
0,-200640,-198240,44908927,0,-198855,414509955533426453051,957765507148,3890558049,0,493502,
0,-200640,-198240,44910727,0,-198855,415545933508966768875,962506920549,3890558049,0,493503,
0,-200640,-198240,44912527,0,-198855,417194125476060359470,962506920549,3890558049,0,493504,
0,-200640,-198240,44914327,0,-198855,419294992944501314055,967248333951,3890558049,0,493505,
0,-200640,-198240,44916127,0,-198855,421970519029726142508,971989747353,3890558049,0,493506,
0,-200640,-198240,44917927,0,-198855,423671286657173144810,976731160754,3890558049,0,493507,
0,-200640,-198240,44919727,0,-198855,424449913140512466805,976731160754,3890558049,0,493508,
0,-200640,-198240,44921527,0,-198855,426435931727571601520,981472574156,3890558049,0,493509,
0,-200640,-198240,44923327,0,-198855,427670386534065416763,981472574156,3890558049,0,493510,
0,-200640,-198240,44925127,0,-198855,431833148351932435657,990955400960,3890558049,0,493511,
0,-200640,-198240,44926927,0,-198886,433093813900333164843,995696814361,3890558049,0,493512,
0,-200640,-198240,44928727,0,-198886,434074535145380757524,1000438227763,3890558049,0,493513,
0,-200640,-198240,44930527,0,-198886,435055894347601552024,1000438227763,3890558049,0,493514,
